species_id,species,base_species,types,bst,bulk_score,random_battle_level,eviolite_bulk_bonus,random_set_item,random_set_eviolite_bonus,score,tier,override_tier,source,notes
cacnea,Cacnea,Cacnea,Grass,335,130,,0,,0,290,2,,auto-score,nfe
deerling,Deerling,Deerling,Normal|Grass,335,160,,0,,0,290,2,,auto-score,nfe
dottler,Dottler,Dottler,Bug|Psychic,335,220,,0,,0,290,2,,auto-score,nfe
elgyem,Elgyem,Elgyem,Psychic,335,165,,0,,0,290,2,,auto-score,nfe
frillish,Frillish,Frillish,Water|Ghost,335,190,,0,,0,290,2,,auto-score,nfe
pumpkaboo,Pumpkaboo,Pumpkaboo,Ghost|Grass,335,174,,0,,0,290,2,,auto-score,nfe
pumpkaboolarge,Pumpkaboo-Large,Pumpkaboo,Ghost|Grass,335,179,,0,,0,290,2,,auto-score,nfe
pumpkaboosmall,Pumpkaboo-Small,Pumpkaboo,Ghost|Grass,335,169,,0,,0,290,2,,auto-score,nfe
pumpkaboosuper,Pumpkaboo-Super,Pumpkaboo,Ghost|Grass,335,184,,0,,0,290,2,,auto-score,nfe
tentacool,Tentacool,Tentacool,Water|Poison,335,175,,0,,0,290,2,,auto-score,nfe
toedscool,Toedscool,Toedscool,Ground|Grass,335,175,,0,,0,290,2,,auto-score,nfe
crabrawler,Crabrawler,Crabrawler,Fighting,338,151,,0,,0,293,2,,auto-score,nfe
koffing,Koffing,Koffing,Poison,340,180,,0,,0,295,2,,auto-score,nfe
lombre,Lombre,Lombre,Water|Grass,340,180,,0,,0,295,2,,auto-score,nfe
maschiff,Maschiff,Maschiff,Dark,340,171,,0,,0,295,2,,auto-score,nfe
nuzleaf,Nuzleaf,Nuzleaf,Grass|Dark,340,150,,0,,0,295,2,,auto-score,nfe
pawniard,Pawniard,Pawniard,Dark|Steel,340,155,,0,,0,295,2,,auto-score,nfe
skiploom,Skiploom,Skiploom,Grass|Flying,340,170,,0,,0,295,2,,auto-score,nfe
staravia,Staravia,Staravia,Normal|Flying,340,145,,0,,0,295,2,,auto-score,nfe
staryu,Staryu,Staryu,Water,340,140,,0,,0,295,2,,auto-score,nfe
stufful,Stufful,Stufful,Normal|Fighting,340,170,,0,,0,295,2,,auto-score,nfe
vibrava,Vibrava,Vibrava,Ground|Dragon,340,150,,0,,0,295,2,,auto-score,nfe
spritzee,Spritzee,Spritzee,Fairy,341,203,,0,,0,296,2,,auto-score,nfe
swirlix,Swirlix,Swirlix,Fairy,341,185,,0,,0,296,2,,auto-score,nfe
clamperl,Clamperl,Clamperl,Water,345,175,,0,,0,300,2,,auto-score,nfe
mantyke,Mantyke,Mantyke,Water|Flying,345,215,,0,,0,300,2,,auto-score,nfe
rhyhorn,Rhyhorn,Rhyhorn,Ground|Rock,345,205,,0,,0,300,2,,auto-score,nfe
drifloon,Drifloon,Drifloon,Ghost|Flying,348,168,,0,,0,303,2,,auto-score,nfe
pancham,Pancham,Pancham,Fighting,348,177,,0,,0,303,2,,auto-score,nfe
scraggy,Scraggy,Scraggy,Dark|Fighting,348,190,,0,,0,303,2,,auto-score,nfe
pidgeotto,Pidgeotto,Pidgeotto,Normal|Flying,349,168,,0,,0,304,2,,auto-score,nfe
buneary,Buneary,Buneary,Normal,350,155,,0,,0,305,2,,auto-score,nfe
cranidos,Cranidos,Cranidos,Rock,350,137,,0,,0,305,2,,auto-score,nfe
glimmet,Glimmet,Glimmet,Rock|Poison,350,150,,0,,0,305,2,,auto-score,nfe
growlithe,Growlithe,Growlithe,Fire,350,150,,0,,0,305,2,,auto-score,nfe
growlithehisui,Growlithe-Hisui,Growlithe,Fire|Rock,350,155,,0,,0,305,2,,auto-score,nfe
mienfoo,Mienfoo,Mienfoo,Fighting,350,145,,0,,0,305,2,,auto-score,nfe
pawmo,Pawmo,Pawmo,Electric|Fighting,350,140,,0,,0,305,2,,auto-score,nfe
rufflet,Rufflet,Rufflet,Normal|Flying,350,170,,0,,0,305,2,,auto-score,nfe
shieldon,Shieldon,Shieldon,Rock|Steel,350,236,,8,,0,313,2,,auto-score,nfe|eviolite-bulk+8
skiddo,Skiddo,Skiddo,Grass,350,171,,0,,0,305,2,,auto-score,nfe
krokorok,Krokorok,Krokorok,Ground|Dark,351,150,,0,,0,306,2,,auto-score,nfe
dolliv,Dolliv,Dolliv,Grass|Normal,354,190,,0,,0,309,2,,auto-score,nfe
anorith,Anorith,Anorith,Rock|Bug,355,145,,0,,0,310,2,,auto-score,nfe
espurr,Espurr,Espurr,Psychic,355,176,,0,,0,310,2,,auto-score,nfe
kabuto,Kabuto,Kabuto,Rock|Water,355,165,,0,,0,310,2,,auto-score,nfe
naclstack,Naclstack,Naclstack,Rock,355,225,,3,,0,313,2,,auto-score,nfe|eviolite-bulk+3
omanyte,Omanyte,Omanyte,Rock|Water,355,190,,0,,0,310,2,,auto-score,nfe
tirtouga,Tirtouga,Tirtouga,Water|Rock,355,202,,0,,0,310,2,,auto-score,nfe
trumbeak,Trumbeak,Trumbeak,Normal|Flying,355,155,,0,,0,310,2,,auto-score,nfe
tranquill,Tranquill,Tranquill,Normal|Flying,358,166,,0,,0,313,2,,auto-score,nfe
shedinja,Shedinja,Shedinja,Bug|Ghost,236,76,97,0,Focus Sash,0,470,3,,showdown-randbats+auto-score,tactical+180
pikachualola,Pikachu-Alola,Pikachu,Electric,320,125,,0,,0,365,3,,auto-score,
pikachubelle,Pikachu-Belle,Pikachu,Electric,320,125,,0,,0,365,3,,auto-score,
pikachucosplay,Pikachu-Cosplay,Pikachu,Electric,320,125,,0,,0,365,3,,auto-score,
pikachuhoenn,Pikachu-Hoenn,Pikachu,Electric,320,125,,0,,0,365,3,,auto-score,
pikachukalos,Pikachu-Kalos,Pikachu,Electric,320,125,,0,,0,365,3,,auto-score,
pikachulibre,Pikachu-Libre,Pikachu,Electric,320,125,,0,,0,365,3,,auto-score,
pikachuoriginal,Pikachu-Original,Pikachu,Electric,320,125,,0,,0,365,3,,auto-score,
pikachupartner,Pikachu-Partner,Pikachu,Electric,320,125,,0,,0,365,3,,auto-score,
pikachuphd,Pikachu-PhD,Pikachu,Electric,320,125,,0,,0,365,3,,auto-score,
pikachupopstar,Pikachu-Pop-Star,Pikachu,Electric,320,125,,0,,0,365,3,,auto-score,
pikachurockstar,Pikachu-Rock-Star,Pikachu,Electric,320,125,,0,,0,365,3,,auto-score,
pikachusinnoh,Pikachu-Sinnoh,Pikachu,Electric,320,125,,0,,0,365,3,,auto-score,
pikachuunova,Pikachu-Unova,Pikachu,Electric,320,125,,0,,0,365,3,,auto-score,
pikachuworld,Pikachu-World,Pikachu,Electric,320,125,,0,,0,365,3,,auto-score,
delibird,Delibird,Delibird,Ice|Flying,330,135,100,0,Leftovers,0,375,3,,showdown-randbats+auto-score,
luvdisc,Luvdisc,Luvdisc,Water,330,163,100,0,Leftovers,0,375,3,,showdown-randbats+auto-score,
unown,Unown,Unown,Psychic,336,144,100,0,Choice Specs,0,381,3,,showdown-randbats+auto-score,
lileep,Lileep,Lileep,Rock|Grass,355,230,,5,,0,315,3,,auto-score,nfe|eviolite-bulk+5
aipom,Aipom,Aipom,Normal,360,165,,0,,0,315,3,,auto-score,nfe
elekid,Elekid,Elekid,Electric,360,137,,0,,0,315,3,,auto-score,nfe
larvesta,Larvesta,Larvesta,Bug|Fire,360,165,,0,,0,315,3,,auto-score,nfe
loudred,Loudred,Loudred,Normal,360,170,,0,,0,315,3,,auto-score,nfe
spinda,Spinda,Spinda,Normal,360,180,99,0,Leftovers,0,408,3,,showdown-randbats+auto-score,
whirlipede,Whirlipede,Whirlipede,Bug|Poison,360,218,,0,,0,315,3,,auto-score,nfe
amaura,Amaura,Amaura,Rock|Ice,362,190,,0,,0,317,3,,auto-score,nfe
tyrunt,Tyrunt,Tyrunt,Rock|Dragon,362,180,,0,,0,317,3,,auto-score,nfe
luxio,Luxio,Luxio,Electric,363,158,,0,,0,318,3,,auto-score,nfe
corvisquire,Corvisquire,Corvisquire,Flying,365,178,,0,,0,320,3,,auto-score,nfe
flaaffy,Flaaffy,Flaaffy,Electric,365,185,,0,,0,320,3,,auto-score,nfe
magby,Magby,Magby,Fire,365,137,,0,,0,320,3,,auto-score,nfe
nidorina,Nidorina,Nidorina,Poison,365,192,,0,,0,320,3,,auto-score,nfe
nidorino,Nidorino,Nidorino,Poison,365,173,,0,,0,320,3,,auto-score,nfe
litleo,Litleo,Litleo,Fire|Normal,369,174,,0,,0,324,3,,auto-score,nfe
duosion,Duosion,Duosion,Psychic,370,175,,0,,0,325,3,,auto-score,nfe
hattrem,Hattrem,Hattrem,Psychic,370,195,,0,,0,325,3,,auto-score,nfe
herdier,Herdier,Herdier,Normal,370,195,,0,,0,325,3,,auto-score,nfe
lampent,Lampent,Lampent,Ghost|Fire,370,180,,0,,0,325,3,,auto-score,nfe
morgrem,Morgrem,Morgrem,Dark|Fairy,370,165,,0,,0,325,3,,auto-score,nfe
vullaby,Vullaby,Vullaby,Dark|Flying,370,210,,0,,0,325,3,,auto-score,nfe
floette,Floette,Floette,Fairy,371,199,,0,,0,326,3,,auto-score,nfe
nosepass,Nosepass,Nosepass,Rock,375,255,,18,,0,348,3,,auto-score,nfe|eviolite-bulk+18
farfetchd,Farfetch’d,Farfetch’d,Normal|Flying,377,169,100,0,Stick,0,422,3,,showdown-randbats+auto-score,
farfetchdgalar,Farfetch’d-Galar,Farfetch’d,Fighting,377,169,,0,,0,332,3,,auto-score,nfe
mawile,Mawile,Mawile,Steel|Fairy,380,190,90,0,Leftovers,0,455,3,,showdown-randbats+auto-score,
sableye,Sableye,Sableye,Dark|Ghost,380,190,93,0,Leftovers,0,446,3,,showdown-randbats+auto-score,
swadloon,Swadloon,Swadloon,Bug|Grass,380,225,,3,,0,338,3,,auto-score,nfe|eviolite-bulk+3
tinkatuff,Tinkatuff,Tinkatuff,Fairy|Steel,380,202,,0,,0,335,3,,auto-score,nfe
fletchinder,Fletchinder,Fletchinder,Fire|Flying,382,169,,0,,0,337,3,,auto-score,nfe
kricketune,Kricketune,Kricketune,Bug,384,179,97,0,Leftovers,0,438,3,,showdown-randbats+auto-score,
palpitoad,Palpitoad,Palpitoad,Water|Ground,384,185,,0,,0,339,3,,auto-score,nfe
dustox,Dustox,Dustox,Bug|Poison,385,220,96,0,Black Sludge,0,442,3,,showdown-randbats+auto-score,
lickitung,Lickitung,Lickitung,Normal,385,240,,10,,0,350,3,,auto-score,nfe|eviolite-bulk+10
mudbray,Mudbray,Mudbray,Ground,385,195,,0,,0,340,3,,auto-score,nfe
onix,Onix,Onix,Rock|Ground,385,240,,10,,0,350,3,,auto-score,nfe|eviolite-bulk+10
poliwhirl,Poliwhirl,Poliwhirl,Water,385,180,,0,,0,340,3,,auto-score,nfe
boldore,Boldore,Boldore,Rock,390,215,,0,,0,345,3,,auto-score,nfe
gothorita,Gothorita,Gothorita,Psychic,390,215,,0,,0,345,3,,auto-score,nfe
graveler,Graveler,Graveler,Rock|Ground,390,215,,0,,0,345,3,,auto-score,nfe
graveleralola,Graveler-Alola,Graveler,Rock|Electric,390,215,,0,,0,345,3,,auto-score,nfe
ledian,Ledian,Ledian,Bug|Flying,390,215,100,0,Leftovers,0,435,3,,showdown-randbats+auto-score,
munchlax,Munchlax,Munchlax,Normal,390,260,,20,,0,365,3,,auto-score,nfe|eviolite-bulk+20
weepinbell,Weepinbell,Weepinbell,Grass|Poison,390,160,,0,,0,345,3,,auto-score,nfe
yanma,Yanma,Yanma,Bug|Flying,390,155,,0,,0,345,3,,auto-score,nfe
beautifly,Beautifly,Beautifly,Bug|Flying,395,160,98,0,Buginium Z,0,446,3,,showdown-randbats+auto-score,
beedrill,Beedrill,Beedrill,Bug|Poison,395,185,94,0,Black Sludge,0,458,3,,showdown-randbats+auto-score,
butterfree,Butterfree,Butterfree,Bug|Flying,395,190,90,0,Buginium Z,0,470,3,,showdown-randbats+auto-score,
gloom,Gloom,Gloom,Grass|Poison,395,205,,0,,0,350,3,,auto-score,nfe
porygon,Porygon,Porygon,Normal,395,210,,0,,0,350,3,,auto-score,nfe
vanillish,Vanillish,Vanillish,Ice,395,191,,0,,0,350,3,,auto-score,nfe
ariados,Ariados,Ariados,Bug|Poison,400,210,92,0,Black Sludge,0,469,3,,showdown-randbats+auto-score,
charjabug,Charjabug,Charjabug,Bug|Electric,400,227,,4,,0,359,3,,auto-score,nfe|eviolite-bulk+4
delcatty,Delcatty,Delcatty,Normal,400,190,99,0,Silk Scarf,0,448,3,,showdown-randbats+auto-score,
kadabra,Kadabra,Kadabra,Psychic,400,140,,0,,0,355,3,,auto-score,nfe
roselia,Roselia,Roselia,Grass|Poison,400,175,,0,,0,355,3,,auto-score,nfe
wailmer,Wailmer,Wailmer,Water,400,200,,0,,0,355,3,,auto-score,nfe
archen,Archen,Archen,Rock|Flying,401,145,,0,,0,356,3,,auto-score,nfe
spidops,Spidops,Spidops,Bug,404,238,,0,,0,449,3,,auto-score,
bayleef,Bayleef,Bayleef,Grass,405,220,,0,,0,360,3,,auto-score,nfe
charmeleon,Charmeleon,Charmeleon,Fire,405,181,,0,,0,360,3,,auto-score,nfe
combusken,Combusken,Combusken,Fire|Fighting,405,180,,0,,0,360,3,,auto-score,nfe
croconaw,Croconaw,Croconaw,Water,405,208,,0,,0,360,3,,auto-score,nfe
eelektrik,Eelektrik,Eelektrik,Electric,405,205,,0,,0,360,3,,auto-score,nfe
frogadier,Frogadier,Frogadier,Water,405,162,,0,,0,360,3,,auto-score,nfe
grotle,Grotle,Grotle,Grass,405,225,,3,,0,363,3,,auto-score,nfe|eviolite-bulk+3
grovyle,Grovyle,Grovyle,Grass,405,160,,0,,0,360,3,,auto-score,nfe
gurdurr,Gurdurr,Gurdurr,Fighting,405,220,87,0,Eviolite,40,439,3,,showdown-randbats+auto-score,nfe|eviolite-randset
haunter,Haunter,Haunter,Ghost|Poison,405,145,,0,,0,360,3,,auto-score,nfe
ivysaur,Ivysaur,Ivysaur,Grass|Poison,405,203,,0,,0,360,3,,auto-score,nfe
machoke,Machoke,Machoke,Fighting,405,210,,0,,0,360,3,,auto-score,nfe
marshtomp,Marshtomp,Marshtomp,Water|Ground,405,210,,0,,0,360,3,,auto-score,nfe
minun,Minun,Minun,Electric,405,195,95,0,Leftovers,0,465,3,,showdown-randbats+auto-score,
monferno,Monferno,Monferno,Fire|Fighting,405,168,,0,,0,360,3,,auto-score,nfe
murkrow,Murkrow,Murkrow,Dark|Flying,405,144,,0,,0,360,3,,auto-score,nfe
pachirisu,Pachirisu,Pachirisu,Electric,405,220,96,0,Assault Vest,0,462,3,,showdown-randbats+auto-score,
parasect,Parasect,Parasect,Bug|Grass,405,220,99,0,Leftovers,0,453,3,,showdown-randbats+auto-score,
plusle,Plusle,Plusle,Electric,405,175,95,0,Life Orb,0,465,3,,showdown-randbats+auto-score,
prinplup,Prinplup,Prinplup,Water,405,208,,0,,0,360,3,,auto-score,nfe
quilava,Quilava,Quilava,Fire,405,181,,0,,0,360,3,,auto-score,nfe
quilladin,Quilladin,Quilladin,Grass,405,214,,0,,0,360,3,,auto-score,nfe
shiinotic,Shiinotic,Shiinotic,Grass|Fairy,405,240,91,0,Leftovers,0,477,3,,showdown-randbats+auto-score,
togetic,Togetic,Togetic,Fairy|Flying,405,245,,13,,0,373,3,,auto-score,nfe|eviolite-bulk+13
wartortle,Wartortle,Wartortle,Water,405,219,,0,,0,360,3,,auto-score,nfe
braixen,Braixen,Braixen,Fire,409,187,,0,,0,364,3,,auto-score,nfe
carkol,Carkol,Carkol,Rock|Fire,410,240,,10,,0,375,3,,auto-score,nfe|eviolite-bulk+10
corsola,Corsola,Corsola,Water|Rock,410,255,96,0,Leftovers,0,467,3,,showdown-randbats+auto-score,
corsolagalar,Corsola-Galar,Corsola,Ghost,410,260,,20,,0,385,3,,auto-score,nfe|eviolite-bulk+20
drakloak,Drakloak,Drakloak,Dragon|Ghost,410,168,,0,,0,365,3,,auto-score,nfe
floragato,Floragato,Floragato,Grass,410,187,,0,,0,365,3,,auto-score,nfe
fraxure,Fraxure,Fraxure,Dragon,410,186,,0,,0,365,3,,auto-score,nfe
gabite,Gabite,Gabite,Dragon|Ground,410,188,,0,,0,365,3,,auto-score,nfe
ponyta,Ponyta,Ponyta,Fire,410,170,,0,,0,365,3,,auto-score,nfe
ponytagalar,Ponyta-Galar,Ponyta,Psychic,410,170,,0,,0,365,3,,auto-score,nfe
pupitar,Pupitar,Pupitar,Rock|Ground,410,210,,0,,0,365,3,,auto-score,nfe
pyukumuku,Pyukumuku,Pyukumuku,Water,410,315,92,0,Leftovers,0,479,3,,showdown-randbats+auto-score,
quaxwell,Quaxwell,Quaxwell,Water,410,195,,0,,0,365,3,,auto-score,nfe
sealeo,Sealeo,Sealeo,Ice|Water,410,230,,5,,0,370,3,,auto-score,nfe|eviolite-bulk+5
sudowoodo,Sudowoodo,Sudowoodo,Rock,410,250,93,0,Choice Band,0,476,3,,showdown-randbats+auto-score,
crocalor,Crocalor,Crocalor,Fire,411,217,,0,,0,366,3,,auto-score,nfe
vivillonfancy,Vivillon-Fancy,Vivillon,Bug|Flying,411,180,,0,,0,456,3,,auto-score,
vivillonpokeball,Vivillon-Pokeball,Vivillon,Bug|Flying,411,180,,0,,0,456,3,,auto-score,
dewott,Dewott,Dewott,Water,413,195,,0,,0,368,3,,auto-score,nfe
raticatealolatotem,Raticate-Alola-Totem,Raticate,Dark|Normal,413,225,,0,,0,458,3,,auto-score,
servine,Servine,Servine,Grass,413,210,,0,,0,368,3,,auto-score,nfe
dunsparce,Dunsparce,Dunsparce,Normal,415,235,95,8,Eviolite,40,433,3,,showdown-randbats+auto-score,nfe|eviolite-bulk+8|eviolite-randset
furret,Furret,Furret,Normal,415,204,94,0,Leftovers,0,478,3,,showdown-randbats+auto-score,
squawkabilly,Squawkabilly,Squawkabilly,Normal|Flying,417,184,,0,,0,462,3,,auto-score,
squawkabillyblue,Squawkabilly-Blue,Squawkabilly,Normal|Flying,417,184,,0,,0,462,3,,auto-score,
squawkabillywhite,Squawkabilly-White,Squawkabilly,Normal|Flying,417,184,,0,,0,462,3,,auto-score,
squawkabillyyellow,Squawkabilly-Yellow,Squawkabilly,Normal|Flying,417,184,,0,,0,462,3,,auto-score,
gumshoostotem,Gumshoos-Totem,Gumshoos,Normal,418,208,,0,,0,463,3,,auto-score,
pignite,Pignite,Pignite,Fire|Fighting,418,200,,0,,0,373,3,,auto-score,nfe
brionne,Brionne,Brionne,Water,420,210,,0,,0,375,3,,auto-score,nfe
castform,Castform,Castform,Normal,420,210,99,0,Leftovers,0,468,3,,showdown-randbats+auto-score,
dartrix,Dartrix,Dartrix,Grass|Flying,420,223,,2,,0,377,3,,auto-score,nfe|eviolite-bulk+2
dragonair,Dragonair,Dragonair,Dragon,420,196,,0,,0,375,3,,auto-score,nfe
drizzile,Drizzile,Drizzile,Water,420,175,,0,,0,375,3,,auto-score,nfe
hakamoo,Hakamo-o,Hakamo-o,Dragon|Fighting,420,215,,0,,0,375,3,,auto-score,nfe
linoonegalar,Linoone-Galar,Linoone,Dark|Normal,420,200,,0,,0,375,3,,auto-score,nfe
metang,Metang,Metang,Steel|Psychic,420,240,,10,,0,385,3,,auto-score,nfe|eviolite-bulk+10
poipole,Poipole,Poipole,Poison,420,201,,0,,0,375,3,,auto-score,nfe
raboot,Raboot,Raboot,Fire,420,185,,0,,0,375,3,,auto-score,nfe
shelgon,Shelgon,Shelgon,Dragon,420,215,,0,,0,375,3,,auto-score,nfe
thwackey,Thwackey,Thwackey,Grass,420,200,,0,,0,375,3,,auto-score,nfe
torracat,Torracat,Torracat,Fire,420,165,,0,,0,375,3,,auto-score,nfe
watchog,Watchog,Watchog,Normal,420,198,96,0,Life Orb,0,477,3,,showdown-randbats+auto-score,
zweilous,Zweilous,Zweilous,Dark|Dragon,420,212,,0,,0,375,3,,auto-score,nfe
arctibax,Arctibax,Arctibax,Dragon|Ice,423,221,,1,,0,379,3,,auto-score,nfe|eviolite-bulk+1
wormadam,Wormadam,Wormadam,Bug|Grass,424,250,100,0,Leftovers,0,469,3,,showdown-randbats+auto-score,
marowakalolatotem,Marowak-Alola-Totem,Marowak,Fire|Ghost,425,250,,0,,0,470,3,,auto-score,
sunflora,Sunflora,Sunflora,Grass,425,215,100,0,Choice Specs,0,470,3,,showdown-randbats+auto-score,
wugtrio,Wugtrio,Wugtrio,Water,425,155,,0,,0,470,3,,auto-score,
clodsire,Clodsire,Clodsire,Poison|Ground,430,290,,0,,0,475,3,,auto-score,
lairon,Lairon,Lairon,Steel|Rock,430,250,,15,,0,400,3,,auto-score,nfe|eviolite-bulk+15
sneasel,Sneasel,Sneasel,Dark|Ice,430,185,,0,,0,385,3,,auto-score,nfe
sneaselhisui,Sneasel-Hisui,Sneasel,Fighting|Poison,430,185,,0,,0,385,3,,auto-score,nfe
misdreavus,Misdreavus,Misdreavus,Ghost,435,205,,0,,0,390,3,,auto-score,nfe
pincurchin,Pincurchin,Pincurchin,Electric,435,228,,0,,0,480,3,,auto-score,
tangela,Tangela,Tangela,Grass,435,220,,0,,0,390,3,,auto-score,nfe
togedemarutotem,Togedemaru-Totem,Togedemaru,Electric|Steel,435,201,,0,,0,480,3,,auto-score,
klang,Klang,Klang,Steel,440,240,,10,,0,405,3,,auto-score,nfe|eviolite-bulk+10
qwilfishhisui,Qwilfish-Hisui,Qwilfish,Dark|Poison,440,205,,0,,0,395,3,,auto-score,nfe
seadra,Seadra,Seadra,Water,440,195,,0,,0,395,3,,auto-score,nfe
vigoroth,Vigoroth,Vigoroth,Normal,440,215,88,0,Eviolite,40,471,3,,showdown-randbats+auto-score,nfe|eviolite-randset
piloswine,Piloswine,Piloswine,Ice|Ground,450,240,,10,,0,415,3,,auto-score,nfe|eviolite-bulk+10
sliggoo,Sliggoo,Sliggoo,Dragon,452,234,,7,,0,414,3,,auto-score,nfe|eviolite-bulk+7
sliggoohisui,Sliggoo-Hisui,Sliggoo,Steel|Dragon,452,254,,17,,0,424,3,,auto-score,nfe|eviolite-bulk+17
dusclops,Dusclops,Dusclops,Ghost,455,300,,40,,0,450,3,,auto-score,nfe|eviolite-bulk+40
girafarig,Girafarig,Girafarig,Normal|Psychic,455,200,95,0,Eviolite,40,465,3,,showdown-randbats+auto-score,nfe|eviolite-randset
golbat,Golbat,Golbat,Poison|Flying,455,220,,0,,0,410,3,,auto-score,nfe
basculinwhitestriped,Basculin-White-Striped,Basculin,Water,460,190,,0,,0,415,3,,auto-score,nfe
mrmimegalar,Mr. Mime-Galar,Mr. Mime,Ice|Psychic,460,205,,0,,0,415,3,,auto-score,nfe
magneton,Magneton,Magneton,Electric|Steel,465,215,,0,,0,420,3,,auto-score,nfe
dipplin,Dipplin,Dipplin,Grass|Dragon,485,270,,25,,0,465,3,,auto-score,nfe|eviolite-bulk+25
electabuzz,Electabuzz,Electabuzz,Electric,490,207,,0,,0,445,3,,auto-score,nfe
magmar,Magmar,Magmar,Fire,495,207,,0,,0,450,3,,auto-score,nfe
bibarel,Bibarel,Bibarel,Normal|Water,410,199,90,0,Life Orb,0,485,4,,showdown-randbats+auto-score,
medicham,Medicham,Medicham,Fighting|Psychic,410,210,85,0,Choice Band,0,500,4,,showdown-randbats+auto-score,
chatot,Chatot,Chatot,Normal|Flying,411,163,89,0,Choice Specs,0,489,4,,showdown-randbats+auto-score,
vivillon,Vivillon,Vivillon,Bug|Flying,411,180,85,0,Leftovers,0,501,4,,showdown-randbats+auto-score,
raticate,Raticate,Raticate,Normal,413,185,88,0,Flame Orb,0,494,4,,showdown-randbats+auto-score,
raticatealola,Raticate-Alola,Raticate,Dark|Normal,413,225,89,0,Life Orb,0,491,4,,showdown-randbats+auto-score,
gumshoos,Gumshoos,Gumshoos,Normal,418,208,94,0,Choice Band,0,481,4,,showdown-randbats+auto-score,
azumarill,Azumarill,Azumarill,Water|Fairy,420,260,81,0,Choice Band,0,522,4,,showdown-randbats+auto-score,
linoone,Linoone,Linoone,Normal,420,200,81,0,Aguav Berry,0,522,4,,showdown-randbats+auto-score,
mightyena,Mightyena,Mightyena,Dark,420,200,94,0,Life Orb,0,483,4,,showdown-randbats+auto-score,
diggersby,Diggersby,Diggersby,Normal|Ground,423,239,82,0,Life Orb,0,522,4,,showdown-randbats+auto-score,
mothim,Mothim,Mothim,Bug|Flying,424,170,93,0,Buginium Z,0,490,4,,showdown-randbats+auto-score,
wormadamsandy,Wormadam-Sandy,Wormadam,Bug|Ground,424,250,91,0,Leftovers,0,496,4,,showdown-randbats+auto-score,
wormadamtrash,Wormadam-Trash,Wormadam,Bug|Steel,424,250,86,0,Leftovers,0,511,4,,showdown-randbats+auto-score,
dugtrio,Dugtrio,Dugtrio,Ground,425,155,84,0,Life Orb,0,518,4,,showdown-randbats+auto-score,
dugtrioalola,Dugtrio-Alola,Dugtrio,Ground|Steel,425,165,84,0,Life Orb,0,518,4,,showdown-randbats+auto-score,
marowak,Marowak,Marowak,Ground,425,250,89,0,Thick Club,0,503,4,,showdown-randbats+auto-score,
marowakalola,Marowak-Alola,Marowak,Fire|Ghost,425,250,86,0,Thick Club,0,512,4,,showdown-randbats+auto-score,
swoobat,Swoobat,Swoobat,Psychic|Flying,425,177,88,0,Leftovers,0,506,4,,showdown-randbats+auto-score,
emolga,Emolga,Emolga,Electric|Flying,428,175,90,0,,0,503,4,,showdown-randbats+auto-score,
gligar,Gligar,Gligar,Ground|Flying,430,235,82,8,Eviolite,40,487,4,,showdown-randbats+auto-score,nfe|eviolite-bulk+8|eviolite-randset
illumise,Illumise,Illumise,Bug,430,225,92,0,Leftovers,0,499,4,,showdown-randbats+auto-score,
magcargo,Magcargo,Magcargo,Fire|Rock,430,260,96,0,Leftovers,0,487,4,,showdown-randbats+auto-score,
quagsire,Quagsire,Quagsire,Water|Ground,430,245,87,0,Leftovers,0,514,4,,showdown-randbats+auto-score,
volbeat,Volbeat,Volbeat,Bug,430,225,91,0,Leftovers,0,502,4,,showdown-randbats+auto-score,
dedenne,Dedenne,Dedenne,Electric|Fairy,431,191,91,0,Sitrus Berry,0,503,4,,showdown-randbats+auto-score,
togedemaru,Togedemaru,Togedemaru,Electric|Steel,435,201,86,0,Assault Vest,0,522,4,,showdown-randbats+auto-score,
wigglytuff,Wigglytuff,Wigglytuff,Normal|Fairy,435,235,95,0,Leftovers,0,495,4,,showdown-randbats+auto-score,
morpeko,Morpeko,Morpeko,Electric|Dark,436,174,,0,,0,481,4,,auto-score,
kecleon,Kecleon,Kecleon,Normal,440,250,90,0,Leftovers,0,515,4,,showdown-randbats+auto-score,
pelipper,Pelipper,Pelipper,Water|Flying,440,230,87,0,Leftovers,0,524,4,,showdown-randbats+auto-score,
perrserker,Perrserker,Perrserker,Steel,440,230,,0,,0,485,4,,auto-score,
persian,Persian,Persian,Normal,440,190,93,0,Choice Band,0,506,4,,showdown-randbats+auto-score,
persianalola,Persian-Alola,Persian,Dark,440,190,84,0,Darkinium Z,0,533,4,,showdown-randbats+auto-score,
qwilfish,Qwilfish,Qwilfish,Water|Poison,440,205,86,0,Black Sludge,0,527,4,,showdown-randbats+auto-score,
rotom,Rotom,Rotom,Electric|Ghost,440,204,88,0,Choice Scarf,0,521,4,,showdown-randbats+auto-score,
fearow,Fearow,Fearow,Normal|Flying,442,191,88,0,Choice Band,0,523,4,,showdown-randbats+auto-score,
audino,Audino,Audino,Normal,445,275,91,0,Rocky Helmet,0,517,4,,showdown-randbats+auto-score,
liepard,Liepard,Liepard,Dark,446,164,91,0,Leftovers,0,518,4,,showdown-randbats+auto-score,
arbok,Arbok,Arbok,Poison,448,208,90,0,Life Orb,0,523,4,,showdown-randbats+auto-score,
