pool_id,battle_rule_preset,trainer_id,trainer_name_zh,team_index,slot,species_id,species,species_tier,stage_tier,generation_profile,source
rainbow_rocket:弗拉达利,gen8,villain:彩虹火箭队:弗拉达利:6,弗拉达利,2,2,gyarados,Gyarados,6,10,champion,rainbow-rocket-curated
rainbow_rocket:弗拉达利,gen8,villain:彩虹火箭队:弗拉达利:6,弗拉达利,2,3,honchkrow,Honchkrow,6,10,champion,rainbow-rocket-curated
rainbow_rocket:弗拉达利,gen8,villain:彩虹火箭队:弗拉达利:6,弗拉达利,2,4,pyroar,Pyroar,5,10,champion,rainbow-rocket-curated
rainbow_rocket:弗拉达利,gen9,villain:彩虹火箭队:弗拉达利:6,弗拉达利,1,1,xerneas,Xerneas,10,10,champion,rainbow-rocket-curated
rainbow_rocket:弗拉达利,gen9,villain:彩虹火箭队:弗拉达利:6,弗拉达利,1,2,gyarados,Gyarados,6,10,champion,rainbow-rocket-curated
rainbow_rocket:弗拉达利,gen9,villain:彩虹火箭队:弗拉达利:6,弗拉达利,1,3,pyroar,Pyroar,5,10,champion,rainbow-rocket-curated
rainbow_rocket:弗拉达利,gen9,villain:彩虹火箭队:弗拉达利:6,弗拉达利,1,4,mienshao,Mienshao,6,10,champion,rainbow-rocket-curated
rainbow_rocket:弗拉达利,gen9,villain:彩虹火箭队:弗拉达利:6,弗拉达利,2,1,yveltal,Yveltal,10,10,champion,rainbow-rocket-curated
rainbow_rocket:弗拉达利,gen9,villain:彩虹火箭队:弗拉达利:6,弗拉达利,2,2,gyarados,Gyarados,6,10,champion,rainbow-rocket-curated
rainbow_rocket:弗拉达利,gen9,villain:彩虹火箭队:弗拉达利:6,弗拉达利,2,3,honchkrow,Honchkrow,6,10,champion,rainbow-rocket-curated
rainbow_rocket:弗拉达利,gen9,villain:彩虹火箭队:弗拉达利:6,弗拉达利,2,4,pyroar,Pyroar,5,10,champion,rainbow-rocket-curated
rainbow_rocket:露莎米奈,none,villain:彩虹火箭队:露莎米奈:7,露莎米奈,1,1,nihilego,Nihilego,6,10,champion,rainbow-rocket-curated
rainbow_rocket:露莎米奈,none,villain:彩虹火箭队:露莎米奈:7,露莎米奈,1,2,pheromosa,Pheromosa,6,10,champion,rainbow-rocket-curated
rainbow_rocket:露莎米奈,none,villain:彩虹火箭队:露莎米奈:7,露莎米奈,1,3,clefable,Clefable,5,10,champion,rainbow-rocket-curated
rainbow_rocket:露莎米奈,none,villain:彩虹火箭队:露莎米奈:7,露莎米奈,1,4,milotic,Milotic,6,10,champion,rainbow-rocket-curated
rainbow_rocket:露莎米奈,none,villain:彩虹火箭队:露莎米奈:7,露莎米奈,2,1,nihilego,Nihilego,6,10,champion,rainbow-rocket-curated
rainbow_rocket:露莎米奈,none,villain:彩虹火箭队:露莎米奈:7,露莎米奈,2,2,bewear,Bewear,6,10,champion,rainbow-rocket-curated
rainbow_rocket:露莎米奈,none,villain:彩虹火箭队:露莎米奈:7,露莎米奈,2,3,lilligant,Lilligant,5,10,champion,rainbow-rocket-curated
rainbow_rocket:露莎米奈,none,villain:彩虹火箭队:露莎米奈:7,露莎米奈,2,4,milotic,Milotic,6,10,champion,rainbow-rocket-curated
rainbow_rocket:露莎米奈,gen7,villain:彩虹火箭队:露莎米奈:7,露莎米奈,1,1,nihilego,Nihilego,6,10,champion,rainbow-rocket-curated
rainbow_rocket:露莎米奈,gen7,villain:彩虹火箭队:露莎米奈:7,露莎米奈,1,2,pheromosa,Pheromosa,6,10,champion,rainbow-rocket-curated
rainbow_rocket:露莎米奈,gen7,villain:彩虹火箭队:露莎米奈:7,露莎米奈,1,3,clefable,Clefable,5,10,champion,rainbow-rocket-curated
rainbow_rocket:露莎米奈,gen7,villain:彩虹火箭队:露莎米奈:7,露莎米奈,1,4,milotic,Milotic,6,10,champion,rainbow-rocket-curated
rainbow_rocket:露莎米奈,gen7,villain:彩虹火箭队:露莎米奈:7,露莎米奈,2,1,nihilego,Nihilego,6,10,champion,rainbow-rocket-curated
rainbow_rocket:露莎米奈,gen7,villain:彩虹火箭队:露莎米奈:7,露莎米奈,2,2,bewear,Bewear,6,10,champion,rainbow-rocket-curated
rainbow_rocket:露莎米奈,gen7,villain:彩虹火箭队:露莎米奈:7,露莎米奈,2,3,lilligant,Lilligant,5,10,champion,rainbow-rocket-curated
rainbow_rocket:露莎米奈,gen7,villain:彩虹火箭队:露莎米奈:7,露莎米奈,2,4,milotic,Milotic,6,10,champion,rainbow-rocket-curated
rainbow_rocket:露莎米奈,gen8,villain:彩虹火箭队:露莎米奈:7,露莎米奈,1,1,nihilego,Nihilego,6,10,champion,rainbow-rocket-curated
rainbow_rocket:露莎米奈,gen8,villain:彩虹火箭队:露莎米奈:7,露莎米奈,1,2,pheromosa,Pheromosa,6,10,champion,rainbow-rocket-curated
rainbow_rocket:露莎米奈,gen8,villain:彩虹火箭队:露莎米奈:7,露莎米奈,1,3,clefable,Clefable,5,10,champion,rainbow-rocket-curated
rainbow_rocket:露莎米奈,gen8,villain:彩虹火箭队:露莎米奈:7,露莎米奈,1,4,milotic,Milotic,6,10,champion,rainbow-rocket-curated
rainbow_rocket:露莎米奈,gen8,villain:彩虹火箭队:露莎米奈:7,露莎米奈,2,1,nihilego,Nihilego,6,10,champion,rainbow-rocket-curated
rainbow_rocket:露莎米奈,gen8,villain:彩虹火箭队:露莎米奈:7,露莎米奈,2,2,bewear,Bewear,6,10,champion,rainbow-rocket-curated
rainbow_rocket:露莎米奈,gen8,villain:彩虹火箭队:露莎米奈:7,露莎米奈,2,3,lilligant,Lilligant,5,10,champion,rainbow-rocket-curated
rainbow_rocket:露莎米奈,gen8,villain:彩虹火箭队:露莎米奈:7,露莎米奈,2,4,milotic,Milotic,6,10,champion,rainbow-rocket-curated
rainbow_rocket:露莎米奈,gen9,villain:彩虹火箭队:露莎米奈:7,露莎米奈,1,1,nihilego,Nihilego,6,10,champion,rainbow-rocket-curated
rainbow_rocket:露莎米奈,gen9,villain:彩虹火箭队:露莎米奈:7,露莎米奈,1,2,pheromosa,Pheromosa,6,10,champion,rainbow-rocket-curated
rainbow_rocket:露莎米奈,gen9,villain:彩虹火箭队:露莎米奈:7,露莎米奈,1,3,clefable,Clefable,5,10,champion,rainbow-rocket-curated
rainbow_rocket:露莎米奈,gen9,villain:彩虹火箭队:露莎米奈:7,露莎米奈,1,4,milotic,Milotic,6,10,champion,rainbow-rocket-curated
rainbow_rocket:露莎米奈,gen9,villain:彩虹火箭队:露莎米奈:7,露莎米奈,2,1,nihilego,Nihilego,6,10,champion,rainbow-rocket-curated
rainbow_rocket:露莎米奈,gen9,villain:彩虹火箭队:露莎米奈:7,露莎米奈,2,2,bewear,Bewear,6,10,champion,rainbow-rocket-curated
rainbow_rocket:露莎米奈,gen9,villain:彩虹火箭队:露莎米奈:7,露莎米奈,2,3,lilligant,Lilligant,5,10,champion,rainbow-rocket-curated
rainbow_rocket:露莎米奈,gen9,villain:彩虹火箭队:露莎米奈:7,露莎米奈,2,4,milotic,Milotic,6,10,champion,rainbow-rocket-curated
