trainer_id,trainer_name_zh,trainer_type,trainer_tier,species_id,species,count,source_names
elite4:蓝莓学园:杜若:4,杜若,elite4,elite4,haxorus,Haxorus,1,双斧战龙
elite4:蓝莓学园:杜若:4,杜若,elite4,elite4,sceptile,Sceptile,1,蜥蜴王
elite4:蓝莓学园:杜若:4,杜若,elite4,elite4,archaludon,Archaludon,1,铝钢桥龙
elite4:蓝莓学园:纳莉:2,纳莉,elite4,elite4,dugtrio,Dugtrio,1,三地鼠
elite4:蓝莓学园:纳莉:2,纳莉,elite4,elite4,skarmory,Skarmory,1,盔甲鸟
elite4:蓝莓学园:纳莉:2,纳莉,elite4,elite4,reuniclus,Reuniclus,1,人造细胞卵
elite4:蓝莓学园:纳莉:2,纳莉,elite4,elite4,empoleon,Empoleon,1,帝王拿波
elite4:蓝莓学园:纳莉:2,纳莉,elite4,elite4,scizor,Scizor,1,巨钳螳螂
elite4:蓝莓学园:纳莉:2,纳莉,elite4,elite4,metagross,Metagross,1,巨金怪
elite4:蓝莓学园:紫竽:3,紫竽,elite4,elite4,granbull,Granbull,1,布鲁皇
elite4:蓝莓学园:紫竽:3,紫竽,elite4,elite4,whimsicott,Whimsicott,1,风妖精
elite4:蓝莓学园:紫竽:3,紫竽,elite4,elite4,primarina,Primarina,1,西狮海壬
elite4:蓝莓学园:紫竽:3,紫竽,elite4,elite4,alcremie,Alcremie,1,霜奶仙
elite4:蓝莓学园:紫竽:3,紫竽,elite4,elite4,slowbro,Slowbro,1,呆壳兽
elite4:蓝莓学园:紫竽:3,紫竽,elite4,elite4,excadrill,Excadrill,1,龙头地鼠
elite4:帕底亚地区:八朔:4,八朔,elite4,elite4,noivern,Noivern,2,音波龙
elite4:帕底亚地区:八朔:4,八朔,elite4,elite4,dragalge,Dragalge,2,毒藻龙
elite4:帕底亚地区:八朔:4,八朔,elite4,elite4,haxorus,Haxorus,2,双斧战龙
elite4:帕底亚地区:八朔:4,八朔,elite4,elite4,baxcalibur,Baxcalibur,2,戟脊龙
elite4:帕底亚地区:八朔:4,八朔,elite4,elite4,flapple,Flapple,1,苹裹龙
elite4:帕底亚地区:八朔:4,八朔,elite4,elite4,duraludon,Duraludon,1,铝钢龙
elite4:帕底亚地区:八朔:4,八朔,elite4,elite4,dragonite,Dragonite,1,快龙
elite4:帕底亚地区:波琵:2,波琵,elite4,elite4,copperajah,Copperajah,2,大王铜象
elite4:帕底亚地区:波琵:2,波琵,elite4,elite4,bronzong,Bronzong,2,青铜钟
elite4:帕底亚地区:波琵:2,波琵,elite4,elite4,corviknight,Corviknight,2,钢铠鸦
elite4:帕底亚地区:波琵:2,波琵,elite4,elite4,magnezone,Magnezone,2,自爆磁怪
elite4:帕底亚地区:波琵:2,波琵,elite4,elite4,tinkaton,Tinkaton,2,巨锻匠
elite4:帕底亚地区:波琵:2,波琵,elite4,elite4,bastiodon,Bastiodon,1,护城龙
elite4:帕底亚地区:青木:3,青木,elite4,elite4,staraptor,Staraptor,6,姆克鹰
elite4:帕底亚地区:青木:3,青木,elite4,elite4,dudunsparce,Dudunsparce,5,土龙节节
elite4:帕底亚地区:青木:3,青木,elite4,elite4,flamigo,Flamigo,4,缠红鹤
elite4:帕底亚地区:青木:3,青木,elite4,elite4,oinkologne,Oinkologne,3,飘香豚
elite4:帕底亚地区:青木:3,青木,elite4,elite4,altaria,Altaria,3,七夕青鸟
elite4:帕底亚地区:青木:3,青木,elite4,elite4,komala,Komala,2,树枕尾熊
elite4:帕底亚地区:青木:3,青木,elite4,elite4,tauros,Tauros,2,肯泰罗
elite4:帕底亚地区:青木:3,青木,elite4,elite4,oricorio,Oricorio,2,花舞鸟
elite4:帕底亚地区:青木:3,青木,elite4,elite4,braviary,Braviary,1,勇士雄鹰
elite4:帕底亚地区:青木:3,青木,elite4,elite4,greedent,Greedent,1,藏饱栗鼠
elite4:帕底亚地区:青木:3,青木,elite4,elite4,tropius,Tropius,1,热带龙
elite4:帕底亚地区:辛俐:1,辛俐,elite4,elite4,whiscash,Whiscash,2,鲶鱼王
elite4:帕底亚地区:辛俐:1,辛俐,elite4,elite4,donphan,Donphan,2,顿甲
elite4:帕底亚地区:辛俐:1,辛俐,elite4,elite4,dugtrio,Dugtrio,2,三地鼠
elite4:帕底亚地区:辛俐:1,辛俐,elite4,elite4,camerupt,Camerupt,2,喷火驼
elite4:帕底亚地区:辛俐:1,辛俐,elite4,elite4,clodsire,Clodsire,2,土王
elite4:帕底亚地区:辛俐:1,辛俐,elite4,elite4,torterra,Torterra,1,土台龟
elite4:神奥地区:阿柳:1,阿柳,elite4,elite4,heracross,Heracross,5,赫拉克罗斯
elite4:神奥地区:阿柳:1,阿柳,elite4,elite4,vespiquen,Vespiquen,5,蜂女王
elite4:神奥地区:阿柳:1,阿柳,elite4,elite4,drapion,Drapion,5,龙王蝎
elite4:神奥地区:阿柳:1,阿柳,elite4,elite4,yanmega,Yanmega,3,远古巨蜓
elite4:神奥地区:阿柳:1,阿柳,elite4,elite4,scizor,Scizor,3,巨钳螳螂
elite4:神奥地区:阿柳:1,阿柳,elite4,elite4,dustox,Dustox,2,毒粉蛾
elite4:神奥地区:阿柳:1,阿柳,elite4,elite4,beautifly,Beautifly,2,狩猎凤蝶
elite4:神奥地区:阿柳:1,阿柳,elite4,elite4,flygon,Flygon,1,沙漠蜻蜓
elite4:神奥地区:大叶:3,大叶,elite4,elite4,rapidash,Rapidash,5,烈焰马
elite4:神奥地区:大叶:3,大叶,elite4,elite4,infernape,Infernape,5,烈焰猴
elite4:神奥地区:大叶:3,大叶,elite4,elite4,houndoom,Houndoom,3,黑鲁加
elite4:神奥地区:大叶:3,大叶,elite4,elite4,magmortar,Magmortar,3,鸭嘴炎兽
elite4:神奥地区:大叶:3,大叶,elite4,elite4,drifblim,Drifblim,2,随风球
elite4:神奥地区:大叶:3,大叶,elite4,elite4,steelix,Steelix,2,大钢蛇
elite4:神奥地区:大叶:3,大叶,elite4,elite4,lopunny,Lopunny,2,长耳兔
elite4:神奥地区:大叶:3,大叶,elite4,elite4,flareon,Flareon,2,火伊布
elite4:神奥地区:大叶:3,大叶,elite4,elite4,ninetales,Ninetales,1,九尾
elite4:神奥地区:大叶:3,大叶,elite4,elite4,arcanine,Arcanine,1,风速狗
elite4:神奥地区:菊野:2,菊野,elite4,elite4,whiscash,Whiscash,5,鲶鱼王
elite4:神奥地区:菊野:2,菊野,elite4,elite4,hippowdon,Hippowdon,5,河马兽
elite4:神奥地区:菊野:2,菊野,elite4,elite4,golem,Golem,4,隆隆岩
elite4:神奥地区:菊野:2,菊野,elite4,elite4,gliscor,Gliscor,3,天蝎王
elite4:神奥地区:菊野:2,菊野,elite4,elite4,rhyperior,Rhyperior,3,超甲狂犀
elite4:神奥地区:菊野:2,菊野,elite4,elite4,quagsire,Quagsire,2,沼王
elite4:神奥地区:菊野:2,菊野,elite4,elite4,sudowoodo,Sudowoodo,2,树才怪
elite4:神奥地区:菊野:2,菊野,elite4,elite4,nidoking,Nidoking,1,尼多王
elite4:神奥地区:菊野:2,菊野,elite4,elite4,mamoswine,Mamoswine,1,象牙猪
elite4:神奥地区:悟松:4,悟松,elite4,elite4,mrmime,Mr. Mime,5,魔墙人偶
elite4:神奥地区:悟松:4,悟松,elite4,elite4,alakazam,Alakazam,5,胡地
elite4:神奥地区:悟松:4,悟松,elite4,elite4,bronzong,Bronzong,5,青铜钟
elite4:神奥地区:悟松:4,悟松,elite4,elite4,espeon,Espeon,3,太阳伊布
elite4:神奥地区:悟松:4,悟松,elite4,elite4,gallade,Gallade,3,艾路雷朵
elite4:神奥地区:悟松:4,悟松,elite4,elite4,girafarig,Girafarig,2,麒麟奇
elite4:神奥地区:悟松:4,悟松,elite4,elite4,medicham,Medicham,2,恰雷姆
elite4:神奥地区:悟松:4,悟松,elite4,elite4,slowbro,Slowbro,1,呆壳兽
elite4:神奥地区:悟松:4,悟松,elite4,elite4,kingler,Kingler,1,巨钳蟹
elite4:神奥地区:悟松:4,悟松,elite4,elite4,arcanine,Arcanine,1,风速狗
elite4:神奥地区:悟松:4,悟松,elite4,elite4,nidoqueen,Nidoqueen,1,尼多后
gym:城都地区:阿笔:2,阿笔,gym,tier1,metapod,Metapod,2,铁甲蛹
gym:城都地区:阿笔:2,阿笔,gym,tier1,scyther,Scyther,2,飞天螳螂
gym:城都地区:阿笔:2,阿笔,gym,tier1,kakuna,Kakuna,1,铁壳蛹
gym:城都地区:阿笔:2,阿笔,gym,tier1,scizor,Scizor,1,巨钳螳螂
gym:城都地区:阿笔:2,阿笔,gym,tier1,shedinja,Shedinja,1,脱壳忍者
gym:城都地区:阿笔:2,阿笔,gym,tier1,vespiquen,Vespiquen,1,蜂女王
gym:城都地区:阿笔:2,阿笔,gym,tier1,yanmega,Yanmega,1,远古巨蜓
gym:城都地区:阿笔:2,阿笔,gym,tier1,heracross,Heracross,1,赫拉克罗斯
gym:城都地区:阿笔:2,阿笔,gym,tier1,pinsir,Pinsir,1,凯罗斯
gym:城都地区:阿笔:2,阿笔,gym,tier1,spinarak,Spinarak,1,圆丝蛛
gym:城都地区:阿蜜:6,阿蜜,gym,tier2,magnemite,Magnemite,2,小磁怪
gym:城都地区:阿蜜:6,阿蜜,gym,tier2,steelix,Steelix,2,大钢蛇
gym:城都地区:阿蜜:6,阿蜜,gym,tier2,metagross,Metagross,1,巨金怪
gym:城都地区:阿蜜:6,阿蜜,gym,tier2,bronzong,Bronzong,1,青铜钟
gym:城都地区:阿蜜:6,阿蜜,gym,tier2,skarmory,Skarmory,1,盔甲鸟
gym:城都地区:阿蜜:6,阿蜜,gym,tier2,empoleon,Empoleon,1,帝王拿波
gym:城都地区:阿蜜:6,阿蜜,gym,tier2,magnezone,Magnezone,1,自爆磁怪
gym:城都地区:阿四:5,阿四,gym,tier2,poliwrath,Poliwrath,3,蚊香泳士
gym:城都地区:阿四:5,阿四,gym,tier2,primeape,Primeape,2,火暴猴
gym:城都地区:阿四:5,阿四,gym,tier2,medicham,Medicham,1,恰雷姆
gym:城都地区:阿四:5,阿四,gym,tier2,hitmonchan,Hitmonchan,1,快拳郎
gym:城都地区:阿四:5,阿四,gym,tier2,hitmonlee,Hitmonlee,1,飞腿郎
gym:城都地区:阿四:5,阿四,gym,tier2,breloom,Breloom,1,斗笠菇
gym:城都地区:阿四:5,阿四,gym,tier2,machoke,Machoke,1,豪力
gym:城都地区:阿四:5,阿四,gym,tier2,magnemite,Magnemite,1,小磁怪
gym:城都地区:阿四:5,阿四,gym,tier2,steelix,Steelix,1,大钢蛇
gym:城都地区:阿速:1,阿速,gym,tier1,pidgeot,Pidgeot,2,大比鸟
gym:城都地区:阿速:1,阿速,gym,tier1,pidgey,Pidgey,1,波波
gym:城都地区:阿速:1,阿速,gym,tier1,pidgeotto,Pidgeotto,1,比比鸟
gym:城都地区:阿速:1,阿速,gym,tier1,staraptor,Staraptor,1,姆克鹰
gym:城都地区:阿速:1,阿速,gym,tier1,pelipper,Pelipper,1,大嘴鸥
gym:城都地区:阿速:1,阿速,gym,tier1,noctowl,Noctowl,1,猫头夜鹰
gym:城都地区:阿速:1,阿速,gym,tier1,swellow,Swellow,1,大王燕
gym:城都地区:阿速:1,阿速,gym,tier1,honchkrow,Honchkrow,1,乌鸦头头
gym:城都地区:阿速:1,阿速,gym,tier1,hoothoot,Hoothoot,1,咕咕
gym:城都地区:阿速:1,阿速,gym,tier1,dodrio,Dodrio,1,嘟嘟利
gym:城都地区:柳伯:7,柳伯,gym,tier3,dewgong,Dewgong,3,白海狮
gym:城都地区:柳伯:7,柳伯,gym,tier3,piloswine,Piloswine,2,长毛猪
gym:城都地区:柳伯:7,柳伯,gym,tier3,dragonite,Dragonite,2,快龙
gym:城都地区:柳伯:7,柳伯,gym,tier3,seel,Seel,1,小海狮
gym:城都地区:柳伯:7,柳伯,gym,tier3,abomasnow,Abomasnow,1,暴雪王
gym:城都地区:柳伯:7,柳伯,gym,tier3,glalie,Glalie,1,冰鬼护
gym:城都地区:柳伯:7,柳伯,gym,tier3,froslass,Froslass,1,雪妖女
gym:城都地区:柳伯:7,柳伯,gym,tier3,walrein,Walrein,1,帝牙海狮
gym:城都地区:柳伯:7,柳伯,gym,tier3,mamoswine,Mamoswine,1,象牙猪
gym:城都地区:柳伯:7,柳伯,gym,tier3,dragonair,Dragonair,1,哈克龙
gym:城都地区:柳伯:7,柳伯,gym,tier3,gyarados,Gyarados,1,暴鲤龙
gym:城都地区:柳伯:7,柳伯,gym,tier3,kingdra,Kingdra,1,刺龙王
gym:城都地区:柳伯:7,柳伯,gym,tier3,druddigon,Druddigon,1,赤面龙
gym:城都地区:松叶:4,松叶,gym,tier2,gengar,Gengar,4,耿鬼
gym:城都地区:松叶:4,松叶,gym,tier2,haunter,Haunter,3,鬼斯通
gym:城都地区:松叶:4,松叶,gym,tier2,gastly,Gastly,2,鬼斯
gym:城都地区:松叶:4,松叶,gym,tier2,drifblim,Drifblim,1,随风球
gym:城都地区:松叶:4,松叶,gym,tier2,sableye,Sableye,1,勾魂眼
gym:城都地区:松叶:4,松叶,gym,tier2,dusknoir,Dusknoir,1,黑夜魔灵
gym:城都地区:松叶:4,松叶,gym,tier2,mismagius,Mismagius,1,梦妖魔
gym:城都地区:小椿:8,小椿,gym,tier3,dragonair,Dragonair,6,哈克龙
gym:城都地区:小椿:8,小椿,gym,tier3,kingdra,Kingdra,3,刺龙王
gym:城都地区:小椿:8,小椿,gym,tier3,gyarados,Gyarados,2,暴鲤龙
gym:城都地区:小椿:8,小椿,gym,tier3,charizard,Charizard,1,喷火龙
gym:城都地区:小椿:8,小椿,gym,tier3,aerodactyl,Aerodactyl,1,化石翼龙
gym:城都地区:小椿:8,小椿,gym,tier3,dragonite,Dragonite,1,快龙
gym:城都地区:小茜:3,小茜,gym,tier1,miltank,Miltank,3,大奶罐
gym:城都地区:小茜:3,小茜,gym,tier1,clefairy,Clefairy,2,皮皮
gym:城都地区:小茜:3,小茜,gym,tier1,girafarig,Girafarig,1,麒麟奇
gym:城都地区:小茜:3,小茜,gym,tier1,lickilicky,Lickilicky,1,大舌舔
gym:城都地区:小茜:3,小茜,gym,tier1,clefable,Clefable,1,皮可西
gym:城都地区:小茜:3,小茜,gym,tier1,delcatty,Delcatty,1,优雅猫
gym:城都地区:小茜:3,小茜,gym,tier1,bibarel,Bibarel,1,大尾狸
gym:城都地区:小茜:3,小茜,gym,tier1,nidorina,Nidorina,1,尼多娜
gym:丰缘地区:杜娟:1,杜娟,gym,tier1,nosepass,Nosepass,7,朝北鼻|杜娟的朝北鼻
gym:丰缘地区:杜娟:1,杜娟,gym,tier1,geodude,Geodude,4,小拳石
gym:丰缘地区:杜娟:1,杜娟,gym,tier1,golem,Golem,4,隆隆岩
gym:丰缘地区:杜娟:1,杜娟,gym,tier1,onix,Onix,3,大岩蛇
gym:丰缘地区:杜娟:1,杜娟,gym,tier1,kabutops,Kabutops,3,镰刀盔
gym:丰缘地区:杜娟:1,杜娟,gym,tier1,omastar,Omastar,2,多刺菊石兽
gym:丰缘地区:杜娟:1,杜娟,gym,tier1,kabuto,Kabuto,1,化石盔
gym:丰缘地区:杜娟:1,杜娟,gym,tier1,omanyte,Omanyte,1,菊石兽
gym:丰缘地区:杜娟:1,杜娟,gym,tier1,aerodactyl,Aerodactyl,1,化石翼龙
gym:丰缘地区:杜娟:1,杜娟,gym,tier1,steelix,Steelix,1,大钢蛇
gym:丰缘地区:米可利:8,米可利,gym,tier3,milotic,Milotic,22,美纳斯|manual-high-confidence
gym:丰缘地区:米可利:8,米可利,gym,tier3,whiscash,Whiscash,21,鲶鱼王|manual-high-confidence
gym:丰缘地区:米可利:8,米可利,gym,tier3,gyarados,Gyarados,20,manual-high-confidence
gym:丰缘地区:米可利:8,米可利,gym,tier3,tentacruel,Tentacruel,20,manual-high-confidence
gym:丰缘地区:米可利:8,米可利,gym,tier3,ludicolo,Ludicolo,20,manual-high-confidence
gym:丰缘地区:米可利:8,米可利,gym,tier3,wailord,Wailord,20,manual-high-confidence
gym:丰缘地区:米可利:8,米可利,gym,tier3,luvdisc,Luvdisc,1,爱心鱼
gym:丰缘地区:米可利:8,米可利,gym,tier3,sealeo,Sealeo,1,海魔狮
gym:丰缘地区:米可利:8,米可利,gym,tier3,seaking,Seaking,1,金鱼王
gym:丰缘地区:娜琪:6,娜琪,gym,tier2,pelipper,Pelipper,7,大嘴鸥
gym:丰缘地区:娜琪:6,娜琪,gym,tier2,skarmory,Skarmory,7,盔甲鸟
gym:丰缘地区:娜琪:6,娜琪,gym,tier2,altaria,Altaria,7,七夕青鸟
gym:丰缘地区:娜琪:6,娜琪,gym,tier2,tropius,Tropius,5,热带龙
gym:丰缘地区:娜琪:6,娜琪,gym,tier2,swellow,Swellow,2,大王燕
gym:丰缘地区:娜琪:6,娜琪,gym,tier2,dragonair,Dragonair,2,哈克龙
gym:丰缘地区:娜琪:6,娜琪,gym,tier2,noctowl,Noctowl,2,猫头夜鹰
gym:丰缘地区:娜琪:6,娜琪,gym,tier2,swablu,Swablu,1,青绵鸟
gym:丰缘地区:娜琪:6,娜琪,gym,tier2,dratini,Dratini,1,迷你龙
gym:丰缘地区:娜琪:6,娜琪,gym,tier2,hoothoot,Hoothoot,1,咕咕
gym:丰缘地区:娜琪:6,娜琪,gym,tier2,dragonite,Dragonite,1,快龙
gym:丰缘地区:千里:5,千里,gym,tier2,slaking,Slaking,12,请假王|千里的请假王#动画中
gym:丰缘地区:千里:5,千里,gym,tier2,spinda,Spinda,5,晃晃斑
gym:丰缘地区:千里:5,千里,gym,tier2,vigoroth,Vigoroth,3,过动猿
gym:丰缘地区:千里:5,千里,gym,tier2,kangaskhan,Kangaskhan,3,袋兽
gym:丰缘地区:千里:5,千里,gym,tier2,chansey,Chansey,2,吉利蛋
gym:丰缘地区:千里:5,千里,gym,tier2,blissey,Blissey,2,幸福蛋
gym:丰缘地区:千里:5,千里,gym,tier2,linoone,Linoone,1,直冲熊
gym:丰缘地区:千里:5,千里,gym,tier2,tauros,Tauros,1,肯泰罗
gym:丰缘地区:千里:5,千里,gym,tier2,slakoth,Slakoth,1,懒人翁
gym:丰缘地区:藤树:2,藤树,gym,tier1,hariyama,Hariyama,5,铁掌力士|藤树的铁掌力士#动画中
gym:丰缘地区:藤树:2,藤树,gym,tier1,machamp,Machamp,4,怪力
gym:丰缘地区:藤树:2,藤树,gym,tier1,hitmontop,Hitmontop,4,战舞郎
gym:丰缘地区:藤树:2,藤树,gym,tier1,machop,Machop,3,腕力
gym:丰缘地区:藤树:2,藤树,gym,tier1,makuhita,Makuhita,3,幕下力士|藤树的幕下力士#动画中
gym:丰缘地区:藤树:2,藤树,gym,tier1,medicham,Medicham,3,恰雷姆
gym:丰缘地区:藤树:2,藤树,gym,tier1,meditite,Meditite,2,玛沙那
gym:丰缘地区:藤树:2,藤树,gym,tier1,hitmonchan,Hitmonchan,2,快拳郎
gym:丰缘地区:藤树:2,藤树,gym,tier1,hitmonlee,Hitmonlee,1,飞腿郎
gym:丰缘地区:铁旋:3,铁旋,gym,tier1,magneton,Magneton,7,三合一磁怪
gym:丰缘地区:铁旋:3,铁旋,gym,tier1,manectric,Manectric,6,雷电兽|铁旋的雷电兽#动画中
gym:丰缘地区:铁旋:3,铁旋,gym,tier1,electrode,Electrode,4,顽皮雷弹
gym:丰缘地区:铁旋:3,铁旋,gym,tier1,voltorb,Voltorb,3,霹雳电球
gym:丰缘地区:铁旋:3,铁旋,gym,tier1,magnemite,Magnemite,2,小磁怪
gym:丰缘地区:铁旋:3,铁旋,gym,tier1,electrike,Electrike,2,落雷兽|铁旋的落雷兽#动画中
gym:丰缘地区:铁旋:3,铁旋,gym,tier1,raichu,Raichu,2,雷丘
gym:丰缘地区:铁旋:3,铁旋,gym,tier1,ampharos,Ampharos,2,电龙
gym:丰缘地区:铁旋:3,铁旋,gym,tier1,mareep,Mareep,1,咩利羊
gym:丰缘地区:铁旋:3,铁旋,gym,tier1,pikachu,Pikachu,1,皮卡丘
gym:丰缘地区:铁旋:3,铁旋,gym,tier1,flaaffy,Flaaffy,1,茸茸羊
gym:丰缘地区:铁旋:3,铁旋,gym,tier1,electabuzz,Electabuzz,1,电击兽
gym:丰缘地区:铁旋:3,铁旋,gym,tier1,typhlosion,Typhlosion,1,火暴兽
gym:丰缘地区:铁旋:3,铁旋,gym,tier1,wingull,Wingull,1,长翅鸥
gym:丰缘地区:小枫与小南:7,小枫与小南,gym,tier3,solrock,Solrock,7,太阳岩
gym:丰缘地区:小枫与小南:7,小枫与小南,gym,tier3,lunatone,Lunatone,7,月石
gym:丰缘地区:小枫与小南:7,小枫与小南,gym,tier3,claydol,Claydol,5,念力土偶
gym:丰缘地区:小枫与小南:7,小枫与小南,gym,tier3,xatu,Xatu,5,天然鸟
gym:丰缘地区:小枫与小南:7,小枫与小南,gym,tier3,slowpoke,Slowpoke,3,呆呆兽
gym:丰缘地区:小枫与小南:7,小枫与小南,gym,tier3,hypno,Hypno,2,引梦貘人
gym:丰缘地区:小枫与小南:7,小枫与小南,gym,tier3,drowzee,Drowzee,1,催眠貘
gym:丰缘地区:小枫与小南:7,小枫与小南,gym,tier3,slowking,Slowking,1,呆呆王
gym:丰缘地区:亚当:9,亚当,gym,tier3,whiscash,Whiscash,6,鲶鱼王
gym:丰缘地区:亚当:9,亚当,gym,tier3,crawdaunt,Crawdaunt,5,铁螯龙虾
gym:丰缘地区:亚当:9,亚当,gym,tier3,kingdra,Kingdra,5,刺龙王
gym:丰缘地区:亚当:9,亚当,gym,tier3,walrein,Walrein,4,帝牙海狮
gym:丰缘地区:亚当:9,亚当,gym,tier3,luvdisc,Luvdisc,2,爱心鱼
gym:丰缘地区:亚当:9,亚当,gym,tier3,sealeo,Sealeo,2,海魔狮
gym:丰缘地区:亚当:9,亚当,gym,tier3,poliwhirl,Poliwhirl,2,蚊香君
gym:丰缘地区:亚当:9,亚当,gym,tier3,lapras,Lapras,2,拉普拉斯
gym:丰缘地区:亚当:9,亚当,gym,tier3,poliwag,Poliwag,1,蚊香蝌蚪
gym:丰缘地区:亚当:9,亚当,gym,tier3,politoed,Politoed,1,蚊香蛙皇
gym:丰缘地区:亚当:9,亚当,gym,tier3,milotic,Milotic,1,美纳斯
gym:丰缘地区:亚当:9,亚当,gym,tier3,seaking,Seaking,1,金鱼王
gym:丰缘地区:亚莎:4,亚莎,gym,tier2,torkoal,Torkoal,8,煤炭龟
gym:丰缘地区:亚莎:4,亚莎,gym,tier2,slugma,Slugma,6,熔岩虫
gym:丰缘地区:亚莎:4,亚莎,gym,tier2,camerupt,Camerupt,5,喷火驼
gym:丰缘地区:亚莎:4,亚莎,gym,tier2,magcargo,Magcargo,5,熔岩蜗牛
gym:丰缘地区:亚莎:4,亚莎,gym,tier2,numel,Numel,2,呆火驼
gym:丰缘地区:亚莎:4,亚莎,gym,tier2,ponyta,Ponyta,2,小火马
gym:丰缘地区:亚莎:4,亚莎,gym,tier2,growlithe,Growlithe,2,卡蒂狗
gym:丰缘地区:亚莎:4,亚莎,gym,tier2,rapidash,Rapidash,2,烈焰马
gym:丰缘地区:亚莎:4,亚莎,gym,tier2,houndour,Houndour,1,戴鲁比
gym:丰缘地区:亚莎:4,亚莎,gym,tier2,houndoom,Houndoom,1,黑鲁加
gym:丰缘地区:亚莎:4,亚莎,gym,tier2,arcanine,Arcanine,1,风速狗
gym:关都地区:阿桔:5,阿桔,gym,tier2,venomoth,Venomoth,6,摩鲁蛾
gym:关都地区:阿桔:5,阿桔,gym,tier2,muk,Muk,5,臭臭泥
gym:关都地区:阿桔:5,阿桔,gym,tier2,venonat,Venonat,4,毛球
gym:关都地区:阿桔:5,阿桔,gym,tier2,weezing,Weezing,3,双弹瓦斯
gym:关都地区:阿桔:5,阿桔,gym,tier2,golbat,Golbat,3,大嘴蝠|阿桔的大嘴蝠#动画中
gym:关都地区:阿桔:5,阿桔,gym,tier2,koffing,Koffing,2,瓦斯弹
gym:关都地区:阿桔:5,阿桔,gym,tier2,crobat,Crobat,2,叉字蝠
gym:关都地区:阿桔:5,阿桔,gym,tier2,tentacruel,Tentacruel,1,毒刺水母
gym:关都地区:阿桔:5,阿桔,gym,tier2,ariados,Ariados,1,阿利多斯
gym:关都地区:阿桔:5,阿桔,gym,tier2,forretress,Forretress,1,佛烈托斯
gym:关都地区:阿桔:5,阿桔,gym,tier2,skuntank,Skuntank,1,坦克臭鼬
gym:关都地区:阿桔:5,阿桔,gym,tier2,toxicroak,Toxicroak,1,毒骷蛙
gym:关都地区:阿桔:5,阿桔,gym,tier2,swalot,Swalot,1,吞食兽
gym:关都地区:阿杏:6,阿杏,gym,tier2,weezing,Weezing,4,双弹瓦斯
gym:关都地区:阿杏:6,阿杏,gym,tier2,ariados,Ariados,4,阿利多斯
gym:关都地区:阿杏:6,阿杏,gym,tier2,crobat,Crobat,3,叉字蝠
gym:关都地区:阿杏:6,阿杏,gym,tier2,venomoth,Venomoth,3,摩鲁蛾
gym:关都地区:阿杏:6,阿杏,gym,tier2,toxicroak,Toxicroak,1,毒骷蛙
gym:关都地区:阿杏:6,阿杏,gym,tier2,drapion,Drapion,1,龙王蝎
gym:关都地区:坂木:9,坂木,gym,tier3,dugtrio,Dugtrio,4,三地鼠
gym:关都地区:坂木:9,坂木,gym,tier3,nidoqueen,Nidoqueen,4,尼多后
gym:关都地区:坂木:9,坂木,gym,tier3,nidoking,Nidoking,4,尼多王
gym:关都地区:坂木:9,坂木,gym,tier3,rhyhorn,Rhyhorn,3,独角犀牛
gym:关都地区:坂木:9,坂木,gym,tier3,rhydon,Rhydon,3,钻角犀兽
gym:关都地区:坂木:9,坂木,gym,tier3,persian,Persian,1,猫老大
gym:关都地区:莉佳:4,莉佳,gym,tier1,tangela,Tangela,6,蔓藤怪
gym:关都地区:莉佳:4,莉佳,gym,tier1,victreebel,Victreebel,4,大食花
gym:关都地区:莉佳:4,莉佳,gym,tier1,vileplume,Vileplume,3,霸王花
gym:关都地区:莉佳:4,莉佳,gym,tier1,weepinbell,Weepinbell,3,口呆花
gym:关都地区:莉佳:4,莉佳,gym,tier1,gloom,Gloom,2,臭臭花
gym:关都地区:莉佳:4,莉佳,gym,tier1,jumpluff,Jumpluff,2,毽子棉
gym:关都地区:莉佳:4,莉佳,gym,tier1,bellossom,Bellossom,2,美丽花
gym:关都地区:莉佳:4,莉佳,gym,tier1,parasect,Parasect,1,派拉斯特
gym:关都地区:莉佳:4,莉佳,gym,tier1,exeggutor,Exeggutor,1,椰蛋树
gym:关都地区:莉佳:4,莉佳,gym,tier1,shiftry,Shiftry,1,狡猾天狗
gym:关都地区:莉佳:4,莉佳,gym,tier1,roserade,Roserade,1,罗丝雷朵
gym:关都地区:莉佳:4,莉佳,gym,tier1,tangrowth,Tangrowth,1,巨蔓藤
gym:关都地区:马志士:3,马志士,gym,tier1,raichu,Raichu,8,雷丘|马志士的雷丘#动画中|碧丝葵丝#雷丘
gym:关都地区:马志士:3,马志士,gym,tier1,electrode,Electrode,5,顽皮雷弹|碧丝葵丝#顽皮雷弹
gym:关都地区:马志士:3,马志士,gym,tier1,voltorb,Voltorb,2,霹雳电球
gym:关都地区:马志士:3,马志士,gym,tier1,magneton,Magneton,2,三合一磁怪
gym:关都地区:马志士:3,马志士,gym,tier1,electabuzz,Electabuzz,2,电击兽
gym:关都地区:马志士:3,马志士,gym,tier1,pikachu,Pikachu,1,皮卡丘
gym:关都地区:马志士:3,马志士,gym,tier1,magnemite,Magnemite,1,小磁怪
gym:关都地区:马志士:3,马志士,gym,tier1,jolteon,Jolteon,1,雷伊布
gym:关都地区:马志士:3,马志士,gym,tier1,manectric,Manectric,1,雷电兽
