species_id,name,national_dex,sprite_index,image,confidence,note
raikou,Raikou,243,243,assets/pokemon-green/pokemon/0243/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
entei,Entei,244,244,assets/pokemon-green/pokemon/0244/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
suicune,Suicune,245,245,assets/pokemon-green/pokemon/0245/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
larvitar,Larvitar,246,246,assets/pokemon-green/pokemon/0246/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
pupitar,Pupitar,247,247,assets/pokemon-green/pokemon/0247/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
tyranitar,Tyranitar,248,248,assets/pokemon-green/pokemon/0248/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
tyranitarmega,Tyranitar-Mega,248,248,assets/pokemon-green/pokemon/0248/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
lugia,Lugia,249,249,assets/pokemon-green/pokemon/0249/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
hooh,Ho-Oh,250,250,assets/pokemon-green/pokemon/0250/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
celebi,Celebi,251,251,assets/pokemon-green/pokemon/0251/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
treecko,Treecko,252,277,assets/pokemon-green/pokemon/0277/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
grovyle,Grovyle,253,278,assets/pokemon-green/pokemon/0278/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
sceptile,Sceptile,254,279,assets/pokemon-green/pokemon/0279/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
sceptilemega,Sceptile-Mega,254,279,assets/pokemon-green/pokemon/0279/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
torchic,Torchic,255,280,assets/pokemon-green/pokemon/0280/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
combusken,Combusken,256,281,assets/pokemon-green/pokemon/0281/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
blaziken,Blaziken,257,282,assets/pokemon-green/pokemon/0282/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
blazikenmega,Blaziken-Mega,257,282,assets/pokemon-green/pokemon/0282/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
mudkip,Mudkip,258,283,assets/pokemon-green/pokemon/0283/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
marshtomp,Marshtomp,259,284,assets/pokemon-green/pokemon/0284/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
swampert,Swampert,260,285,assets/pokemon-green/pokemon/0285/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
swampertmega,Swampert-Mega,260,285,assets/pokemon-green/pokemon/0285/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
poochyena,Poochyena,261,286,assets/pokemon-green/pokemon/0286/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
mightyena,Mightyena,262,287,assets/pokemon-green/pokemon/0287/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
zigzagoon,Zigzagoon,263,288,assets/pokemon-green/pokemon/0288/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
zigzagoongalar,Zigzagoon-Galar,263,288,assets/pokemon-green/pokemon/0288/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
linoone,Linoone,264,289,assets/pokemon-green/pokemon/0289/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
linoonegalar,Linoone-Galar,264,289,assets/pokemon-green/pokemon/0289/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
wurmple,Wurmple,265,290,assets/pokemon-green/pokemon/0290/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
silcoon,Silcoon,266,291,assets/pokemon-green/pokemon/0291/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
beautifly,Beautifly,267,292,assets/pokemon-green/pokemon/0292/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
cascoon,Cascoon,268,293,assets/pokemon-green/pokemon/0293/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
dustox,Dustox,269,294,assets/pokemon-green/pokemon/0294/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
lotad,Lotad,270,295,assets/pokemon-green/pokemon/0295/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
lombre,Lombre,271,296,assets/pokemon-green/pokemon/0296/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
ludicolo,Ludicolo,272,297,assets/pokemon-green/pokemon/0297/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
seedot,Seedot,273,298,assets/pokemon-green/pokemon/0298/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
nuzleaf,Nuzleaf,274,299,assets/pokemon-green/pokemon/0299/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
shiftry,Shiftry,275,300,assets/pokemon-green/pokemon/0300/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
taillow,Taillow,276,301,assets/pokemon-green/pokemon/0301/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
swellow,Swellow,277,302,assets/pokemon-green/pokemon/0302/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
wingull,Wingull,278,303,assets/pokemon-green/pokemon/0303/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
pelipper,Pelipper,279,304,assets/pokemon-green/pokemon/0304/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
ralts,Ralts,280,305,assets/pokemon-green/pokemon/0305/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
kirlia,Kirlia,281,306,assets/pokemon-green/pokemon/0306/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
gardevoir,Gardevoir,282,307,assets/pokemon-green/pokemon/0307/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
gardevoirmega,Gardevoir-Mega,282,307,assets/pokemon-green/pokemon/0307/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
surskit,Surskit,283,308,assets/pokemon-green/pokemon/0308/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
masquerain,Masquerain,284,309,assets/pokemon-green/pokemon/0309/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
shroomish,Shroomish,285,310,assets/pokemon-green/pokemon/0310/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
breloom,Breloom,286,311,assets/pokemon-green/pokemon/0311/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
slakoth,Slakoth,287,312,assets/pokemon-green/pokemon/0312/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
vigoroth,Vigoroth,288,313,assets/pokemon-green/pokemon/0313/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
slaking,Slaking,289,314,assets/pokemon-green/pokemon/0314/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
nincada,Nincada,290,315,assets/pokemon-green/pokemon/0315/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
ninjask,Ninjask,291,316,assets/pokemon-green/pokemon/0316/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
shedinja,Shedinja,292,317,assets/pokemon-green/pokemon/0317/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
whismur,Whismur,293,318,assets/pokemon-green/pokemon/0318/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
loudred,Loudred,294,319,assets/pokemon-green/pokemon/0319/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
exploud,Exploud,295,320,assets/pokemon-green/pokemon/0320/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
makuhita,Makuhita,296,321,assets/pokemon-green/pokemon/0321/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
hariyama,Hariyama,297,322,assets/pokemon-green/pokemon/0322/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
azurill,Azurill,298,323,assets/pokemon-green/pokemon/0323/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
nosepass,Nosepass,299,324,assets/pokemon-green/pokemon/0324/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
skitty,Skitty,300,325,assets/pokemon-green/pokemon/0325/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
delcatty,Delcatty,301,326,assets/pokemon-green/pokemon/0326/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
sableye,Sableye,302,322,assets/pokemon-green/pokemon/0322/front_normal.png,manual-verified,edit this row if the sprite is wrong
sableyemega,Sableye-Mega,302,322,assets/pokemon-green/pokemon/0322/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
mawile,Mawile,303,328,assets/pokemon-green/pokemon/0328/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
mawilemega,Mawile-Mega,303,328,assets/pokemon-green/pokemon/0328/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
aron,Aron,304,329,assets/pokemon-green/pokemon/0329/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
lairon,Lairon,305,330,assets/pokemon-green/pokemon/0330/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
aggron,Aggron,306,331,assets/pokemon-green/pokemon/0331/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
aggronmega,Aggron-Mega,306,331,assets/pokemon-green/pokemon/0331/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
meditite,Meditite,307,332,assets/pokemon-green/pokemon/0332/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
medicham,Medicham,308,333,assets/pokemon-green/pokemon/0333/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
medichammega,Medicham-Mega,308,333,assets/pokemon-green/pokemon/0333/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
electrike,Electrike,309,334,assets/pokemon-green/pokemon/0334/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
manectric,Manectric,310,335,assets/pokemon-green/pokemon/0335/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
manectricmega,Manectric-Mega,310,335,assets/pokemon-green/pokemon/0335/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
plusle,Plusle,311,336,assets/pokemon-green/pokemon/0336/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
minun,Minun,312,337,assets/pokemon-green/pokemon/0337/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
volbeat,Volbeat,313,338,assets/pokemon-green/pokemon/0338/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
illumise,Illumise,314,339,assets/pokemon-green/pokemon/0339/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
roselia,Roselia,315,340,assets/pokemon-green/pokemon/0340/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
gulpin,Gulpin,316,341,assets/pokemon-green/pokemon/0341/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
swalot,Swalot,317,342,assets/pokemon-green/pokemon/0342/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
carvanha,Carvanha,318,343,assets/pokemon-green/pokemon/0343/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
sharpedo,Sharpedo,319,344,assets/pokemon-green/pokemon/0344/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
sharpedomega,Sharpedo-Mega,319,344,assets/pokemon-green/pokemon/0344/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
wailmer,Wailmer,320,345,assets/pokemon-green/pokemon/0345/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
wailord,Wailord,321,346,assets/pokemon-green/pokemon/0346/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
numel,Numel,322,347,assets/pokemon-green/pokemon/0347/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
camerupt,Camerupt,323,348,assets/pokemon-green/pokemon/0348/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
cameruptmega,Camerupt-Mega,323,348,assets/pokemon-green/pokemon/0348/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
torkoal,Torkoal,324,349,assets/pokemon-green/pokemon/0349/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
spoink,Spoink,325,350,assets/pokemon-green/pokemon/0350/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
grumpig,Grumpig,326,351,assets/pokemon-green/pokemon/0351/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
spinda,Spinda,327,352,assets/pokemon-green/pokemon/0352/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
trapinch,Trapinch,328,353,assets/pokemon-green/pokemon/0353/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
vibrava,Vibrava,329,354,assets/pokemon-green/pokemon/0354/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
flygon,Flygon,330,355,assets/pokemon-green/pokemon/0355/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
cacnea,Cacnea,331,356,assets/pokemon-green/pokemon/0356/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
cacturne,Cacturne,332,357,assets/pokemon-green/pokemon/0357/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
swablu,Swablu,333,358,assets/pokemon-green/pokemon/0358/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
altaria,Altaria,334,359,assets/pokemon-green/pokemon/0359/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
altariamega,Altaria-Mega,334,359,assets/pokemon-green/pokemon/0359/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
zangoose,Zangoose,335,360,assets/pokemon-green/pokemon/0360/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
seviper,Seviper,336,361,assets/pokemon-green/pokemon/0361/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
lunatone,Lunatone,337,362,assets/pokemon-green/pokemon/0362/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
solrock,Solrock,338,363,assets/pokemon-green/pokemon/0363/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
barboach,Barboach,339,364,assets/pokemon-green/pokemon/0364/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
whiscash,Whiscash,340,365,assets/pokemon-green/pokemon/0365/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
corphish,Corphish,341,366,assets/pokemon-green/pokemon/0366/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
crawdaunt,Crawdaunt,342,367,assets/pokemon-green/pokemon/0367/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
baltoy,Baltoy,343,368,assets/pokemon-green/pokemon/0368/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
claydol,Claydol,344,369,assets/pokemon-green/pokemon/0369/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
lileep,Lileep,345,370,assets/pokemon-green/pokemon/0370/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
cradily,Cradily,346,371,assets/pokemon-green/pokemon/0371/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
anorith,Anorith,347,372,assets/pokemon-green/pokemon/0372/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
armaldo,Armaldo,348,373,assets/pokemon-green/pokemon/0373/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
feebas,Feebas,349,374,assets/pokemon-green/pokemon/0374/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
milotic,Milotic,350,375,assets/pokemon-green/pokemon/0375/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
castform,Castform,351,376,assets/pokemon-green/pokemon/0376/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
castformrainy,Castform-Rainy,351,376,assets/pokemon-green/pokemon/0376/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
castformsnowy,Castform-Snowy,351,376,assets/pokemon-green/pokemon/0376/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
castformsunny,Castform-Sunny,351,376,assets/pokemon-green/pokemon/0376/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
kecleon,Kecleon,352,377,assets/pokemon-green/pokemon/0377/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
shuppet,Shuppet,353,378,assets/pokemon-green/pokemon/0378/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
banette,Banette,354,379,assets/pokemon-green/pokemon/0379/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
banettemega,Banette-Mega,354,379,assets/pokemon-green/pokemon/0379/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
duskull,Duskull,355,380,assets/pokemon-green/pokemon/0380/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
dusclops,Dusclops,356,381,assets/pokemon-green/pokemon/0381/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
tropius,Tropius,357,382,assets/pokemon-green/pokemon/0382/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
chimecho,Chimecho,358,383,assets/pokemon-green/pokemon/0383/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
chimechomega,Chimecho-Mega,358,383,assets/pokemon-green/pokemon/0383/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
absol,Absol,359,384,assets/pokemon-green/pokemon/0384/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
absolmega,Absol-Mega,359,384,assets/pokemon-green/pokemon/0384/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
absolmegaz,Absol-Mega-Z,359,384,assets/pokemon-green/pokemon/0384/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
wynaut,Wynaut,360,385,assets/pokemon-green/pokemon/0385/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
snorunt,Snorunt,361,386,assets/pokemon-green/pokemon/0386/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
glalie,Glalie,362,387,assets/pokemon-green/pokemon/0387/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
glaliemega,Glalie-Mega,362,387,assets/pokemon-green/pokemon/0387/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
spheal,Spheal,363,388,assets/pokemon-green/pokemon/0388/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
sealeo,Sealeo,364,389,assets/pokemon-green/pokemon/0389/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
walrein,Walrein,365,390,assets/pokemon-green/pokemon/0390/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
clamperl,Clamperl,366,391,assets/pokemon-green/pokemon/0391/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
huntail,Huntail,367,392,assets/pokemon-green/pokemon/0392/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
gorebyss,Gorebyss,368,393,assets/pokemon-green/pokemon/0393/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
relicanth,Relicanth,369,394,assets/pokemon-green/pokemon/0394/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
luvdisc,Luvdisc,370,395,assets/pokemon-green/pokemon/0395/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
bagon,Bagon,371,396,assets/pokemon-green/pokemon/0396/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
shelgon,Shelgon,372,397,assets/pokemon-green/pokemon/0397/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
salamence,Salamence,373,398,assets/pokemon-green/pokemon/0398/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
salamencemega,Salamence-Mega,373,398,assets/pokemon-green/pokemon/0398/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
beldum,Beldum,374,399,assets/pokemon-green/pokemon/0399/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
metang,Metang,375,400,assets/pokemon-green/pokemon/0400/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
metagross,Metagross,376,401,assets/pokemon-green/pokemon/0401/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
metagrossmega,Metagross-Mega,376,401,assets/pokemon-green/pokemon/0401/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
regirock,Regirock,377,402,assets/pokemon-green/pokemon/0402/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
regice,Regice,378,403,assets/pokemon-green/pokemon/0403/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
registeel,Registeel,379,404,assets/pokemon-green/pokemon/0404/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
latias,Latias,380,405,assets/pokemon-green/pokemon/0405/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
latiasmega,Latias-Mega,380,405,assets/pokemon-green/pokemon/0405/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
latios,Latios,381,406,assets/pokemon-green/pokemon/0406/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
latiosmega,Latios-Mega,381,406,assets/pokemon-green/pokemon/0406/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
kyogre,Kyogre,382,407,assets/pokemon-green/pokemon/0407/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
kyogreprimal,Kyogre-Primal,382,407,assets/pokemon-green/pokemon/0407/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
groudon,Groudon,383,408,assets/pokemon-green/pokemon/0408/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
groudonprimal,Groudon-Primal,383,408,assets/pokemon-green/pokemon/0408/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
rayquaza,Rayquaza,384,409,assets/pokemon-green/pokemon/0409/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
rayquazamega,Rayquaza-Mega,384,409,assets/pokemon-green/pokemon/0409/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
jirachi,Jirachi,385,410,assets/pokemon-green/pokemon/0410/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
deoxys,Deoxys,386,411,assets/pokemon-green/pokemon/0411/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
deoxysattack,Deoxys-Attack,386,411,assets/pokemon-green/pokemon/0411/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
deoxysdefense,Deoxys-Defense,386,411,assets/pokemon-green/pokemon/0411/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
deoxysspeed,Deoxys-Speed,386,411,assets/pokemon-green/pokemon/0411/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
turtwig,Turtwig,387,440,assets/pokemon-green/pokemon/0440/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
grotle,Grotle,388,441,assets/pokemon-green/pokemon/0441/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
torterra,Torterra,389,442,assets/pokemon-green/pokemon/0442/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
chimchar,Chimchar,390,443,assets/pokemon-green/pokemon/0443/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
monferno,Monferno,391,444,assets/pokemon-green/pokemon/0444/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
infernape,Infernape,392,445,assets/pokemon-green/pokemon/0445/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
piplup,Piplup,393,446,assets/pokemon-green/pokemon/0446/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
prinplup,Prinplup,394,447,assets/pokemon-green/pokemon/0447/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
empoleon,Empoleon,395,448,assets/pokemon-green/pokemon/0448/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
starly,Starly,396,449,assets/pokemon-green/pokemon/0449/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
staravia,Staravia,397,450,assets/pokemon-green/pokemon/0450/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
staraptor,Staraptor,398,451,assets/pokemon-green/pokemon/0451/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
staraptormega,Staraptor-Mega,398,451,assets/pokemon-green/pokemon/0451/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
bidoof,Bidoof,399,452,assets/pokemon-green/pokemon/0452/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
bibarel,Bibarel,400,453,assets/pokemon-green/pokemon/0453/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
kricketot,Kricketot,401,454,assets/pokemon-green/pokemon/0454/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
kricketune,Kricketune,402,455,assets/pokemon-green/pokemon/0455/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
shinx,Shinx,403,456,assets/pokemon-green/pokemon/0456/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
luxio,Luxio,404,457,assets/pokemon-green/pokemon/0457/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
luxray,Luxray,405,458,assets/pokemon-green/pokemon/0458/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
budew,Budew,406,459,assets/pokemon-green/pokemon/0459/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
roserade,Roserade,407,460,assets/pokemon-green/pokemon/0460/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
cranidos,Cranidos,408,461,assets/pokemon-green/pokemon/0461/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
rampardos,Rampardos,409,462,assets/pokemon-green/pokemon/0462/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
shieldon,Shieldon,410,463,assets/pokemon-green/pokemon/0463/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
bastiodon,Bastiodon,411,464,assets/pokemon-green/pokemon/0464/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
burmy,Burmy,412,465,assets/pokemon-green/pokemon/0465/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
wormadam,Wormadam,413,466,assets/pokemon-green/pokemon/0466/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
wormadamsandy,Wormadam-Sandy,413,466,assets/pokemon-green/pokemon/0466/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
wormadamtrash,Wormadam-Trash,413,466,assets/pokemon-green/pokemon/0466/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
mothim,Mothim,414,467,assets/pokemon-green/pokemon/0467/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
combee,Combee,415,468,assets/pokemon-green/pokemon/0468/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
vespiquen,Vespiquen,416,469,assets/pokemon-green/pokemon/0469/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
pachirisu,Pachirisu,417,470,assets/pokemon-green/pokemon/0470/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
buizel,Buizel,418,471,assets/pokemon-green/pokemon/0471/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
floatzel,Floatzel,419,472,assets/pokemon-green/pokemon/0472/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
cherubi,Cherubi,420,473,assets/pokemon-green/pokemon/0473/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
cherrim,Cherrim,421,474,assets/pokemon-green/pokemon/0474/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
cherrimsunshine,Cherrim-Sunshine,421,474,assets/pokemon-green/pokemon/0474/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
shellos,Shellos,422,475,assets/pokemon-green/pokemon/0475/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
gastrodon,Gastrodon,423,476,assets/pokemon-green/pokemon/0476/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
ambipom,Ambipom,424,477,assets/pokemon-green/pokemon/0477/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
drifloon,Drifloon,425,478,assets/pokemon-green/pokemon/0478/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
drifblim,Drifblim,426,479,assets/pokemon-green/pokemon/0479/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
buneary,Buneary,427,480,assets/pokemon-green/pokemon/0480/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
