id,type,region,role,tier,name_zh,name_en,front_asset,front_gif_asset,back_asset,avatar_asset,team_pool_ids,enabled,notes
gym:伽勒尔地区:欧尼奥:5,gym,伽勒尔地区,馆主,tier2,欧尼奥,,assets/npc/boss/欧尼奥-欧尼奥.webp,,,,gym:tier2:欧尼奥,1,伽勒尔地区|馆主|欧尼奥
gym:伽勒尔地区:波普菈:6,gym,伽勒尔地区,馆主,tier2,波普菈,,assets/npc/boss/波普菈-波普菈.webp,,,,gym:tier2:波普菈,1,伽勒尔地区|馆主|波普菈
gym:伽勒尔地区:玛瓜:7,gym,伽勒尔地区,馆主,tier2,玛瓜,,assets/npc/boss/玛瓜-玛瓜.webp,,,,gym:tier2:玛瓜,1,伽勒尔地区|馆主|玛瓜
gym:伽勒尔地区:美蓉:8,gym,伽勒尔地区,馆主,tier3,美蓉,,assets/npc/boss/美蓉-美蓉.webp,,,,gym:tier3:美蓉,1,伽勒尔地区|馆主|美蓉
gym:伽勒尔地区:聂梓:9,gym,伽勒尔地区,馆主,tier3,聂梓,,assets/npc/boss/聂梓-聂梓.webp,,,,gym:tier3:聂梓,1,伽勒尔地区|馆主|聂梓
gym:伽勒尔地区:奇巴纳:10,gym,伽勒尔地区,馆主,tier3,奇巴纳,,assets/npc/boss/奇巴纳-奇巴纳.webp,,,,gym:tier3:奇巴纳,1,伽勒尔地区|馆主|奇巴纳
champion:伽勒尔地区:丹帝:1,champion,伽勒尔地区,冠军,champion,丹帝,,assets/npc/boss/丹帝-丹帝.webp,,,,champion:champion:丹帝,1,伽勒尔地区|冠军|丹帝
gym:帕底亚地区:阿枫:1,gym,帕底亚地区,馆主,tier1,阿枫,,assets/npc/boss/阿枫-阿枫.webp,,,,gym:tier1:阿枫,1,帕底亚地区|馆主|阿枫
gym:帕底亚地区:寇沙:2,gym,帕底亚地区,馆主,tier1,寇沙,,assets/npc/boss/寇沙-寇沙.webp,,,,gym:tier1:寇沙,1,帕底亚地区|馆主|寇沙
gym:帕底亚地区:奇树:3,gym,帕底亚地区,馆主,tier1,奇树,,assets/npc/boss/奇树-奇树.webp,,,,gym:tier1:奇树,1,帕底亚地区|馆主|奇树
gym:帕底亚地区:海岱:4,gym,帕底亚地区,馆主,tier2,海岱,,assets/npc/boss/海岱-海岱.webp,,,,gym:tier2:海岱,1,帕底亚地区|馆主|海岱
gym:帕底亚地区:青木:5,gym,帕底亚地区,馆主,tier2,青木,Larry,assets/npc/boss/青木-青木.webp,,,,gym:tier2:青木,1,帕底亚地区|馆主|Larry|青木
gym:帕底亚地区:莱姆:6,gym,帕底亚地区,馆主,tier2,莱姆,,assets/npc/boss/莱姆-莱姆.webp,,,,gym:tier2:莱姆,1,帕底亚地区|馆主|莱姆
gym:帕底亚地区:莉普:7,gym,帕底亚地区,馆主,tier3,莉普,,assets/npc/boss/莉普-莉普.webp,,,,gym:tier3:莉普,1,帕底亚地区|馆主|莉普
gym:帕底亚地区:古鲁夏:8,gym,帕底亚地区,馆主,tier3,古鲁夏,,assets/npc/boss/古鲁夏-古鲁夏.webp,,,,gym:tier3:古鲁夏,1,帕底亚地区|馆主|古鲁夏
elite4:帕底亚地区:辛俐:1,elite4,帕底亚地区,四天王,elite4,辛俐,Rika,assets/npc/boss/辛俐-辛俐.webp,,,,elite4:elite4:辛俐,1,帕底亚地区|四天王|Rika|辛俐
elite4:帕底亚地区:波琵:2,elite4,帕底亚地区,四天王,elite4,波琵,Poppy,assets/npc/boss/波琵-波琵.webp,,,,elite4:elite4:波琵,1,帕底亚地区|四天王|Poppy|波琵
elite4:帕底亚地区:青木:3,elite4,帕底亚地区,四天王,elite4,青木,Larry,assets/npc/boss/青木-青木.webp,,,,elite4:elite4:青木,1,帕底亚地区|四天王|Larry|青木
elite4:帕底亚地区:八朔:4,elite4,帕底亚地区,四天王,elite4,八朔,Hassel,assets/npc/boss/八朔-八朔.webp,,,,elite4:elite4:八朔,1,帕底亚地区|四天王|Hassel|八朔
champion:帕底亚地区:也慈:1,champion,帕底亚地区,冠军,champion,也慈,Geeta,assets/npc/boss/也慈-也慈.webp,,,,champion:champion:也慈,1,帕底亚地区|冠军|Geeta|也慈
champion:帕底亚地区:妮莫:2,champion,帕底亚地区,冠军,champion,妮莫,Nemona,assets/npc/boss/妮莫-妮莫.webp,,,,champion:champion:妮莫,1,帕底亚地区|冠军|Nemona|妮莫
elite4:蓝莓学园:赤松:1,elite4,蓝莓学园,四天王,elite4,赤松,Crispin,assets/npc/boss/赤松-赤松.webp,,,,elite4:elite4:赤松,1,蓝莓学园|四天王|Crispin|赤松
elite4:蓝莓学园:纳莉:2,elite4,蓝莓学园,四天王,elite4,纳莉,Amarys,assets/npc/boss/纳莉-纳莉.webp,,,,elite4:elite4:纳莉,1,蓝莓学园|四天王|Amarys|纳莉|納莉
elite4:蓝莓学园:紫竽:3,elite4,蓝莓学园,四天王,elite4,紫竽,Lacey,assets/npc/boss/紫竽-紫竽.webp,,,,elite4:elite4:紫竽,1,蓝莓学园|四天王|Lacey|紫竽
elite4:蓝莓学园:杜若:4,elite4,蓝莓学园,四天王,elite4,杜若,Drayton,assets/npc/boss/杜若-杜若.webp,,,,elite4:elite4:杜若,1,蓝莓学园|四天王|Drayton|杜若
normal:dp_aroma_lady:1,normal,,路人,,DP_Aroma_Lady,DP_Aroma_Lady,assets/npc/normal/dp_aroma_lady-1-dp_aroma_lady.png,,,,,1,正面/小卒/DPT
normal:dp_battle_girl:2,normal,,路人,,DP_Battle_Girl,DP_Battle_Girl,assets/npc/normal/dp_battle_girl-2-dp_battle_girl.png,,,,,1,正面/小卒/DPT
normal:dp_beauty:3,normal,,路人,,DP_Beauty,DP_Beauty,assets/npc/normal/dp_beauty-3-dp_beauty.png,,,,,1,正面/小卒/DPT
normal:dp_bird_keeper:4,normal,,路人,,DP_Bird_Keeper,DP_Bird_Keeper,assets/npc/normal/dp_bird_keeper-4-dp_bird_keeper.png,,,,,1,正面/小卒/DPT
normal:dp_black_belt:5,normal,,路人,,DP_Black_Belt,DP_Black_Belt,assets/npc/normal/dp_black_belt-5-dp_black_belt.png,,,,,1,正面/小卒/DPT
normal:dp_bug_catcher:6,normal,,路人,,DP_Bug_Catcher,DP_Bug_Catcher,assets/npc/normal/dp_bug_catcher-6-dp_bug_catcher.png,,,,,1,正面/小卒/DPT
normal:dp_camper:7,normal,,路人,,DP_Camper,DP_Camper,assets/npc/normal/dp_camper-7-dp_camper.png,,,,,1,正面/小卒/DPT
normal:dp_clown:8,normal,,路人,,DP_Clown,DP_Clown,assets/npc/normal/dp_clown-8-dp_clown.png,,,,,1,正面/小卒/DPT
normal:dp_collector:9,normal,,路人,,DP_Collector,DP_Collector,assets/npc/normal/dp_collector-9-dp_collector.png,,,,,1,正面/小卒/DPT
normal:dp_cool_couple:10,normal,,路人,,DP_Cool_Couple,DP_Cool_Couple,assets/npc/normal/dp_cool_couple-10-dp_cool_couple.png,,,,,1,正面/小卒/DPT
normal:dp_cool_trainer_f:11,normal,,路人,,DP_Cool_Trainer_F,DP_Cool_Trainer_F,assets/npc/normal/dp_cool_trainer_f-11-dp_cool_trainer_f.png,,,,,1,正面/小卒/DPT
normal:dp_cool_trainer_m:12,normal,,路人,,DP_Cool_Trainer_M,DP_Cool_Trainer_M,assets/npc/normal/dp_cool_trainer_m-12-dp_cool_trainer_m.png,,,,,1,正面/小卒/DPT
normal:dp_cueball:13,normal,,路人,,DP_Cueball,DP_Cueball,assets/npc/normal/dp_cueball-13-dp_cueball.png,,,,,1,正面/小卒/DPT
normal:dp_engineer:14,normal,,路人,,DP_Engineer,DP_Engineer,assets/npc/normal/dp_engineer-14-dp_engineer.png,,,,,1,正面/小卒/DPT
normal:dp_expert:15,normal,,路人,,DP_Expert,DP_Expert,assets/npc/normal/dp_expert-15-dp_expert.png,,,,,1,正面/小卒/DPT
normal:dp_fisherman:16,normal,,路人,,DP_Fisherman,DP_Fisherman,assets/npc/normal/dp_fisherman-16-dp_fisherman.png,,,,,1,正面/小卒/DPT
normal:dp_gentleman:17,normal,,路人,,DP_Gentleman,DP_Gentleman,assets/npc/normal/dp_gentleman-17-dp_gentleman.png,,,,,1,正面/小卒/DPT
normal:dp_guitarist:18,normal,,路人,,DP_Guitarist,DP_Guitarist,assets/npc/normal/dp_guitarist-18-dp_guitarist.png,,,,,1,正面/小卒/DPT
normal:dp_hiker:19,normal,,路人,,DP_Hiker,DP_Hiker,assets/npc/normal/dp_hiker-19-dp_hiker.png,,,,,1,正面/小卒/DPT
normal:dp_lady:20,normal,,路人,,DP_Lady,DP_Lady,assets/npc/normal/dp_lady-20-dp_lady.png,,,,,1,正面/小卒/DPT
normal:dp_lass:21,normal,,路人,,DP_Lass,DP_Lass,assets/npc/normal/dp_lass-21-dp_lass.png,,,,,1,正面/小卒/DPT
normal:dp_ninja_boy:22,normal,,路人,,DP_Ninja_Boy,DP_Ninja_Boy,assets/npc/normal/dp_ninja_boy-22-dp_ninja_boy.png,,,,,1,正面/小卒/DPT
normal:dp_officer:23,normal,,路人,,DP_Officer,DP_Officer,assets/npc/normal/dp_officer-23-dp_officer.png,,,,,1,正面/小卒/DPT
normal:dp_painter:24,normal,,路人,,DP_Painter,DP_Painter,assets/npc/normal/dp_painter-24-dp_painter.png,,,,,1,正面/小卒/DPT
normal:dp_parasol_lady:25,normal,,路人,,DP_Parasol_Lady,DP_Parasol_Lady,assets/npc/normal/dp_parasol_lady-25-dp_parasol_lady.png,,,,,1,正面/小卒/DPT
normal:dp_picnicker:26,normal,,路人,,DP_Picnicker,DP_Picnicker,assets/npc/normal/dp_picnicker-26-dp_picnicker.png,,,,,1,正面/小卒/DPT
normal:dp_poke-fan_f:27,normal,,路人,,DP_PokéFan_F,DP_PokéFan_F,assets/npc/normal/dp_poke-fan_f-27-dp_poke-fan_f.png,,,,,1,正面/小卒/DPT
normal:dp_poke-fan_m:28,normal,,路人,,DP_PokéFan_M,DP_PokéFan_M,assets/npc/normal/dp_poke-fan_m-28-dp_poke-fan_m.png,,,,,1,正面/小卒/DPT
normal:dp_poke-mon_breeder_f:29,normal,,路人,,DP_Pokémon_Breeder_F,DP_Pokémon_Breeder_F,assets/npc/normal/dp_poke-mon_breeder_f-29-dp_poke-mon_breeder_f.png,,,,,1,正面/小卒/DPT
normal:dp_poke-mon_breeder_m:30,normal,,路人,,DP_Pokémon_Breeder_M,DP_Pokémon_Breeder_M,assets/npc/normal/dp_poke-mon_breeder_m-30-dp_poke-mon_breeder_m.png,,,,,1,正面/小卒/DPT
normal:dp_poke-mon_ranger_f:31,normal,,路人,,DP_Pokémon_Ranger_F,DP_Pokémon_Ranger_F,assets/npc/normal/dp_poke-mon_ranger_f-31-dp_poke-mon_ranger_f.png,,,,,1,正面/小卒/DPT
normal:dp_poke-mon_ranger_m:32,normal,,路人,,DP_Pokémon_Ranger_M,DP_Pokémon_Ranger_M,assets/npc/normal/dp_poke-mon_ranger_m-32-dp_poke-mon_ranger_m.png,,,,,1,正面/小卒/DPT
normal:dp_psychic_f:33,normal,,路人,,DP_Psychic_F,DP_Psychic_F,assets/npc/normal/dp_psychic_f-33-dp_psychic_f.png,,,,,1,正面/小卒/DPT
normal:dp_psychic_m:34,normal,,路人,,DP_Psychic_M,DP_Psychic_M,assets/npc/normal/dp_psychic_m-34-dp_psychic_m.png,,,,,1,正面/小卒/DPT
normal:dp_ruin_maniac:35,normal,,路人,,DP_Ruin_Maniac,DP_Ruin_Maniac,assets/npc/normal/dp_ruin_maniac-35-dp_ruin_maniac.png,,,,,1,正面/小卒/DPT
normal:dp_sailor:36,normal,,路人,,DP_Sailor,DP_Sailor,assets/npc/normal/dp_sailor-36-dp_sailor.png,,,,,1,正面/小卒/DPT
normal:dp_school_kid_f:37,normal,,路人,,DP_School_Kid_F,DP_School_Kid_F,assets/npc/normal/dp_school_kid_f-37-dp_school_kid_f.png,,,,,1,正面/小卒/DPT
normal:dp_school_kid_m:38,normal,,路人,,DP_School_Kid_M,DP_School_Kid_M,assets/npc/normal/dp_school_kid_m-38-dp_school_kid_m.png,,,,,1,正面/小卒/DPT
normal:dp_scientist:39,normal,,路人,,DP_Scientist,DP_Scientist,assets/npc/normal/dp_scientist-39-dp_scientist.png,,,,,1,正面/小卒/DPT
normal:dp_skier_f:40,normal,,路人,,DP_Skier_F,DP_Skier_F,assets/npc/normal/dp_skier_f-40-dp_skier_f.png,,,,,1,正面/小卒/DPT
normal:dp_skier_m:41,normal,,路人,,DP_Skier_M,DP_Skier_M,assets/npc/normal/dp_skier_m-41-dp_skier_m.png,,,,,1,正面/小卒/DPT
normal:dp_swimmer_f:42,normal,,路人,,DP_Swimmer_F,DP_Swimmer_F,assets/npc/normal/dp_swimmer_f-42-dp_swimmer_f.png,,,,,1,正面/小卒/DPT
normal:dp_swimmer_m:43,normal,,路人,,DP_Swimmer_M,DP_Swimmer_M,assets/npc/normal/dp_swimmer_m-43-dp_swimmer_m.png,,,,,1,正面/小卒/DPT
normal:dp_tuber_f:44,normal,,路人,,DP_Tuber_F,DP_Tuber_F,assets/npc/normal/dp_tuber_f-44-dp_tuber_f.png,,,,,1,正面/小卒/DPT
normal:dp_tuber_m:45,normal,,路人,,DP_Tuber_M,DP_Tuber_M,assets/npc/normal/dp_tuber_m-45-dp_tuber_m.png,,,,,1,正面/小卒/DPT
normal:dp_twins:46,normal,,路人,,DP_Twins,DP_Twins,assets/npc/normal/dp_twins-46-dp_twins.png,,,,,1,正面/小卒/DPT
normal:dp_young_couple:47,normal,,路人,,DP_Young_Couple,DP_Young_Couple,assets/npc/normal/dp_young_couple-47-dp_young_couple.png,,,,,1,正面/小卒/DPT
normal:dp_youngster:48,normal,,路人,,DP_Youngster,DP_Youngster,assets/npc/normal/dp_youngster-48-dp_youngster.png,,,,,1,正面/小卒/DPT
normal:dp-dragontamer:49,normal,,路人,,DP-Dragontamer,DP-Dragontamer,assets/npc/normal/dp-dragontamer-49-dp-dragontamer.png,,,,,1,正面/小卒/DPT
normal:dpbelle_pa:50,normal,,路人,,DPBelle_Pa,DPBelle_Pa,assets/npc/normal/dpbelle_pa-50-dpbelle_pa.png,,,,,1,正面/小卒/DPT
normal:dpcameraman:51,normal,,路人,,DPCameraman,DPCameraman,assets/npc/normal/dpcameraman-51-dpcameraman.png,,,,,1,正面/小卒/DPT
normal:dpcooltrainerfsnow:52,normal,,路人,,DPCoolTrainerFSnow,DPCoolTrainerFSnow,assets/npc/normal/dpcooltrainerfsnow-52-dpcooltrainerfsnow.png,,,,,1,正面/小卒/DPT
normal:dpcooltrainermsnow:53,normal,,路人,,DPCoolTrainerMSnow,DPCoolTrainerMSnow,assets/npc/normal/dpcooltrainermsnow-53-dpcooltrainermsnow.png,,,,,1,正面/小卒/DPT
normal:dpcowgirl:54,normal,,路人,,DPCowgirl,DPCowgirl,assets/npc/normal/dpcowgirl-54-dpcowgirl.png,,,,,1,正面/小卒/DPT
normal:dpcyclistf:55,normal,,路人,,DPCyclistF,DPCyclistF,assets/npc/normal/dpcyclistf-55-dpcyclistf.png,,,,,1,正面/小卒/DPT
normal:dpcyclistm:56,normal,,路人,,DPCyclistM,DPCyclistM,assets/npc/normal/dpcyclistm-56-dpcyclistm.png,,,,,1,正面/小卒/DPT
normal:dpgalacticf:57,normal,,路人,,DPGalacticF,DPGalacticF,assets/npc/normal/dpgalacticf-57-dpgalacticf.png,,,,,1,正面/小卒/DPT
normal:dpgalacticm:58,normal,,路人,,DPGalacticM,DPGalacticM,assets/npc/normal/dpgalacticm-58-dpgalacticm.png,,,,,1,正面/小卒/DPT
normal:dpgambler:59,normal,,路人,,DPGambler,DPGambler,assets/npc/normal/dpgambler-59-dpgambler.png,,,,,1,正面/小卒/DPT
normal:dpidol:60,normal,,路人,,DPIdol,DPIdol,assets/npc/normal/dpidol-60-dpidol.png,,,,,1,正面/小卒/DPT
normal:dpjogger:61,normal,,路人,,DPjogger,DPjogger,assets/npc/normal/dpjogger-61-dpjogger.png,,,,,1,正面/小卒/DPT
normal:dppokekid:62,normal,,路人,,DPPokeKid,DPPokeKid,assets/npc/normal/dppokekid-62-dppokekid.png,,,,,1,正面/小卒/DPT
normal:dppswimmermus:63,normal,,路人,,DPPSwimmerMUS,DPPSwimmerMUS,assets/npc/normal/dppswimmermus-63-dppswimmermus.png,,,,,1,正面/小卒/DPT
normal:dprancher:64,normal,,路人,,DPRancher,DPRancher,assets/npc/normal/dprancher-64-dprancher.png,,,,,1,正面/小卒/DPT
normal:dpreporter:65,normal,,路人,,DPReporter,DPReporter,assets/npc/normal/dpreporter-65-dpreporter.png,,,,,1,正面/小卒/DPT
normal:dpsocialite:66,normal,,路人,,DPSocialite,DPSocialite,assets/npc/normal/dpsocialite-66-dpsocialite.png,,,,,1,正面/小卒/DPT
normal:dpwaitress:67,normal,,路人,,DPWaitress,DPWaitress,assets/npc/normal/dpwaitress-67-dpwaitress.png,,,,,1,正面/小卒/DPT
normal:hgss_beauty:68,normal,,路人,,HGSS_Beauty,HGSS_Beauty,assets/npc/normal/hgss_beauty-68-hgss_beauty.png,,,,,1,正面/小卒/HGSS
normal:hgss_bird_keeper:69,normal,,路人,,HGSS_Bird_Keeper,HGSS_Bird_Keeper,assets/npc/normal/hgss_bird_keeper-69-hgss_bird_keeper.png,,,,,1,正面/小卒/HGSS
normal:hgss_black_belt:70,normal,,路人,,HGSS_Black_Belt,HGSS_Black_Belt,assets/npc/normal/hgss_black_belt-70-hgss_black_belt.png,,,,,1,正面/小卒/HGSS
normal:hgss_boarder:71,normal,,路人,,HGSS_Boarder,HGSS_Boarder,assets/npc/normal/hgss_boarder-71-hgss_boarder.png,,,,,1,正面/小卒/HGSS
normal:hgss_bug_catcher:72,normal,,路人,,HGSS_Bug_Catcher,HGSS_Bug_Catcher,assets/npc/normal/hgss_bug_catcher-72-hgss_bug_catcher.png,,,,,1,正面/小卒/HGSS
normal:hgss_burglar:73,normal,,路人,,HGSS_Burglar,HGSS_Burglar,assets/npc/normal/hgss_burglar-73-hgss_burglar.png,,,,,1,正面/小卒/HGSS
normal:hgss_cool_trainer_f:74,normal,,路人,,HGSS_Cool_Trainer_F,HGSS_Cool_Trainer_F,assets/npc/normal/hgss_cool_trainer_f-74-hgss_cool_trainer_f.png,,,,,1,正面/小卒/HGSS
normal:hgss_cool_trainer_m:75,normal,,路人,,HGSS_Cool_Trainer_M,HGSS_Cool_Trainer_M,assets/npc/normal/hgss_cool_trainer_m-75-hgss_cool_trainer_m.png,,,,,1,正面/小卒/HGSS
normal:hgss_cue_ball:76,normal,,路人,,HGSS_Cue_Ball,HGSS_Cue_Ball,assets/npc/normal/hgss_cue_ball-76-hgss_cue_ball.png,,,,,1,正面/小卒/HGSS
normal:hgss_double_team:77,normal,,路人,,HGSS_Double_Team,HGSS_Double_Team,assets/npc/normal/hgss_double_team-77-hgss_double_team.png,,,,,1,正面/小卒/HGSS
normal:hgss_firebreather:78,normal,,路人,,HGSS_Firebreather,HGSS_Firebreather,assets/npc/normal/hgss_firebreather-78-hgss_firebreather.png,,,,,1,正面/小卒/HGSS
normal:hgss_gentleman:79,normal,,路人,,HGSS_Gentleman,HGSS_Gentleman,assets/npc/normal/hgss_gentleman-79-hgss_gentleman.png,,,,,1,正面/小卒/HGSS
normal:hgss_juggler:80,normal,,路人,,HGSS_Juggler,HGSS_Juggler,assets/npc/normal/hgss_juggler-80-hgss_juggler.png,,,,,1,正面/小卒/HGSS
normal:hgss_kimono_girl:81,normal,,路人,,HGSS_Kimono_Girl,HGSS_Kimono_Girl,assets/npc/normal/hgss_kimono_girl-81-hgss_kimono_girl.png,,,,,1,正面/小卒/HGSS
normal:hgss_lass:82,normal,,路人,,HGSS_Lass,HGSS_Lass,assets/npc/normal/hgss_lass-82-hgss_lass.png,,,,,1,正面/小卒/HGSS
normal:hgss_medium:83,normal,,路人,,HGSS_Medium,HGSS_Medium,assets/npc/normal/hgss_medium-83-hgss_medium.png,,,,,1,正面/小卒/HGSS
normal:hgss_pokemaniac:84,normal,,路人,,HGSS_PokeManiac,HGSS_PokeManiac,assets/npc/normal/hgss_pokemaniac-84-hgss_pokemaniac.png,,,,,1,正面/小卒/HGSS
normal:hgss_sage:85,normal,,路人,,HGSS_Sage,HGSS_Sage,assets/npc/normal/hgss_sage-85-hgss_sage.png,,,,,1,正面/小卒/HGSS
normal:hgss_sage_ko:86,normal,,路人,,HGSS_Sage_Ko,HGSS_Sage_Ko,assets/npc/normal/hgss_sage_ko-86-hgss_sage_ko.png,,,,,1,正面/小卒/HGSS
normal:hgss_schoolboy:87,normal,,路人,,HGSS_Schoolboy,HGSS_Schoolboy,assets/npc/normal/hgss_schoolboy-87-hgss_schoolboy.png,,,,,1,正面/小卒/HGSS
normal:hgss_scientist:88,normal,,路人,,HGSS_Scientist,HGSS_Scientist,assets/npc/normal/hgss_scientist-88-hgss_scientist.png,,,,,1,正面/小卒/HGSS
normal:hgss_skier:89,normal,,路人,,HGSS_Skier,HGSS_Skier,assets/npc/normal/hgss_skier-89-hgss_skier.png,,,,,1,正面/小卒/HGSS
normal:hgss_super_nerd:90,normal,,路人,,HGSS_Super_Nerd,HGSS_Super_Nerd,assets/npc/normal/hgss_super_nerd-90-hgss_super_nerd.png,,,,,1,正面/小卒/HGSS
normal:hgss_swimmer_f:91,normal,,路人,,HGSS_Swimmer_F,HGSS_Swimmer_F,assets/npc/normal/hgss_swimmer_f-91-hgss_swimmer_f.png,,,,,1,正面/小卒/HGSS
normal:hgss_swimmer_m:92,normal,,路人,,HGSS_Swimmer_M,HGSS_Swimmer_M,assets/npc/normal/hgss_swimmer_m-92-hgss_swimmer_m.png,,,,,1,正面/小卒/HGSS
normal:hgss_swimmer_mus:93,normal,,路人,,HGSS_Swimmer_MUS,HGSS_Swimmer_MUS,assets/npc/normal/hgss_swimmer_mus-93-hgss_swimmer_mus.png,,,,,1,正面/小卒/HGSS
normal:hgss_twins:94,normal,,路人,,HGSS_Twins,HGSS_Twins,assets/npc/normal/hgss_twins-94-hgss_twins.png,,,,,1,正面/小卒/HGSS
normal:hgss_young_couple:95,normal,,路人,,HGSS_Young_Couple,HGSS_Young_Couple,assets/npc/normal/hgss_young_couple-95-hgss_young_couple.png,,,,,1,正面/小卒/HGSS
normal:hgss_youngster:96,normal,,路人,,HGSS_Youngster,HGSS_Youngster,assets/npc/normal/hgss_youngster-96-hgss_youngster.png,,,,,1,正面/小卒/HGSS
normal:interviewdp:97,normal,,路人,,Interviewdp,Interviewdp,assets/npc/normal/interviewdp-97-interviewdp.png,,,,,1,正面/小卒/DPT
normal:spr_b2w2_plasma_grunt_f:98,normal,,路人,,Spr_B2W2_Plasma_Grunt_F,Spr_B2W2_Plasma_Grunt_F,assets/npc/normal/spr_b2w2_plasma_grunt_f-98-spr_b2w2_plasma_grunt_f.png,,,,,1,正面/小卒/B2W2
normal:spr_b2w2_plasma_grunt_m:99,normal,,路人,,Spr_B2W2_Plasma_Grunt_M,Spr_B2W2_Plasma_Grunt_M,assets/npc/normal/spr_b2w2_plasma_grunt_m-99-spr_b2w2_plasma_grunt_m.png,,,,,1,正面/小卒/B2W2
normal:spr_bw_ace_trainer_f:100,normal,,路人,,Spr_BW_Ace_Trainer_F,Spr_BW_Ace_Trainer_F,assets/npc/normal/spr_bw_ace_trainer_f-100-spr_bw_ace_trainer_f.png,,,,,1,正面/小卒/BW
normal:spr_bw_ace_trainer_m:101,normal,,路人,,Spr_BW_Ace_Trainer_M,Spr_BW_Ace_Trainer_M,assets/npc/normal/spr_bw_ace_trainer_m-101-spr_bw_ace_trainer_m.png,,,,,1,正面/小卒/BW
normal:spr_bw_artist:102,normal,,路人,,Spr_BW_Artist,Spr_BW_Artist,assets/npc/normal/spr_bw_artist-102-spr_bw_artist.png,,,,,1,正面/小卒/BW
normal:spr_bw_backpacker_f:103,normal,,路人,,Spr_BW_Backpacker_F,Spr_BW_Backpacker_F,assets/npc/normal/spr_bw_backpacker_f-103-spr_bw_backpacker_f.png,,,,,1,正面/小卒/BW
normal:spr_bw_backpacker_m:104,normal,,路人,,Spr_BW_Backpacker_M,Spr_BW_Backpacker_M,assets/npc/normal/spr_bw_backpacker_m-104-spr_bw_backpacker_m.png,,,,,1,正面/小卒/BW
normal:spr_bw_bad_team:105,normal,,路人,,Spr_BW_Bad_Team,Spr_BW_Bad_Team,assets/npc/normal/spr_bw_bad_team-105-spr_bw_bad_team.png,,,,,1,正面/小卒/BW
normal:spr_bw_baker:106,normal,,路人,,Spr_BW_Baker,Spr_BW_Baker,assets/npc/normal/spr_bw_baker-106-spr_bw_baker.png,,,,,1,正面/小卒/BW
normal:spr_bw_baseball_player:107,normal,,路人,,Spr_BW_Baseball_Player,Spr_BW_Baseball_Player,assets/npc/normal/spr_bw_baseball_player-107-spr_bw_baseball_player.png,,,,,1,正面/小卒/BW
normal:spr_bw_basketball_player:108,normal,,路人,,Spr_BW_Basketball_Player,Spr_BW_Basketball_Player,assets/npc/normal/spr_bw_basketball_player-108-spr_bw_basketball_player.png,,,,,1,正面/小卒/BW
normal:spr_bw_battle_girl:109,normal,,路人,,Spr_BW_Battle_Girl,Spr_BW_Battle_Girl,assets/npc/normal/spr_bw_battle_girl-109-spr_bw_battle_girl.png,,,,,1,正面/小卒/BW
normal:spr_bw_biker:110,normal,,路人,,Spr_BW_Biker,Spr_BW_Biker,assets/npc/normal/spr_bw_biker-110-spr_bw_biker.png,,,,,1,正面/小卒/BW
normal:spr_bw_black_belt:111,normal,,路人,,Spr_BW_Black_Belt,Spr_BW_Black_Belt,assets/npc/normal/spr_bw_black_belt-111-spr_bw_black_belt.png,,,,,1,正面/小卒/BW
normal:spr_bw_businessman_a:112,normal,,路人,,Spr_BW_Businessman_A,Spr_BW_Businessman_A,assets/npc/normal/spr_bw_businessman_a-112-spr_bw_businessman_a.png,,,,,1,正面/小卒/BW
normal:spr_bw_businessman_b:113,normal,,路人,,Spr_BW_Businessman_B,Spr_BW_Businessman_B,assets/npc/normal/spr_bw_businessman_b-113-spr_bw_businessman_b.png,,,,,1,正面/小卒/BW
normal:spr_bw_cleaner:114,normal,,路人,,Spr_BW_Cleaner,Spr_BW_Cleaner,assets/npc/normal/spr_bw_cleaner-114-spr_bw_cleaner.png,,,,,1,正面/小卒/BW
normal:spr_bw_clown:115,normal,,路人,,Spr_BW_Clown,Spr_BW_Clown,assets/npc/normal/spr_bw_clown-115-spr_bw_clown.png,,,,,1,正面/小卒/BW
normal:spr_bw_cue_ball:116,normal,,路人,,Spr_BW_Cue_Ball,Spr_BW_Cue_Ball,assets/npc/normal/spr_bw_cue_ball-116-spr_bw_cue_ball.png,,,,,1,正面/小卒/BW
normal:spr_bw_cyclist_f:117,normal,,路人,,Spr_BW_Cyclist_F,Spr_BW_Cyclist_F,assets/npc/normal/spr_bw_cyclist_f-117-spr_bw_cyclist_f.png,,,,,1,正面/小卒/BW
normal:spr_bw_cyclist_m:118,normal,,路人,,Spr_BW_Cyclist_M,Spr_BW_Cyclist_M,assets/npc/normal/spr_bw_cyclist_m-118-spr_bw_cyclist_m.png,,,,,1,正面/小卒/BW
normal:spr_bw_dancer:119,normal,,路人,,Spr_BW_Dancer,Spr_BW_Dancer,assets/npc/normal/spr_bw_dancer-119-spr_bw_dancer.png,,,,,1,正面/小卒/BW
normal:spr_bw_doctor:120,normal,,路人,,Spr_BW_Doctor,Spr_BW_Doctor,assets/npc/normal/spr_bw_doctor-120-spr_bw_doctor.png,,,,,1,正面/小卒/BW
normal:spr_bw_fan_club_f:121,normal,,路人,,Spr_BW_Fan_Club_F,Spr_BW_Fan_Club_F,assets/npc/normal/spr_bw_fan_club_f-121-spr_bw_fan_club_f.png,,,,,1,正面/小卒/BW
